round_id,startup_id,city,round_date,announcement_date,year,fiscal_year,round_type,amount,currency,amount_inr_mn,valuation,valuation_currency,valuation_type,lead_investor_id,investor_ids,investor_count,new_or_existing,purpose,source_id,confidence,notes
R00113,S0028,Pune (India ops) / Bellevue (HQ),2019-07-17,2019-07-17,2019,FY19-20,Series E,115.0,USD,9890.0,,,,INV0013;INV0205,INV0206;INV0205;INV0207;INV0143,6,initial (DERIVED),,SRC00547,HIGH,
R00114,S0028,Pune (India ops) / Bellevue (HQ),2021-03-11,2021-03-11,2021,FY21-22,Series F,80.0,USD,5960.0,2800.0,USD,post-money,INV0208,INV0143;INV0013;INV0209;INV0210;INV0205,6,mixed (DERIVED),,SRC00553,HIGH,
R00115,S0028,Pune (India ops) / Bellevue (HQ),2025-03-18,2025-03-19,2025,FY25-26,Series F/G (label conflicts),50.0,USD,4285.0,,,,,INV0211,1,all-new-investors (DERIVED),,SRC00547,HIGH,
R00116,S0029,Bengaluru,2019-05-17,2019-05-17,2019,FY19-20,Series A,3.0,USD,258.0,,,,INV0214,INV0215;INV0216,3,all-new-investors (DERIVED),,SRC00561,MEDIUM,
R00117,S0029,Bengaluru,2020-12-14,2020-12-14,2020,FY20-21,Series B,32.6,USD,2412.4,,,,INV0115,INV0217;INV0215;INV0216,4,mixed (DERIVED),,SRC00576,HIGH,
R00118,S0029,Bengaluru,2021-08-05,2021-08-05,2021,FY21-22,Series B extension,12.5,USD,931.25,,,,,INV0115;INV0218;INV0217;INV0105,4,mixed (DERIVED),,SRC00576,MEDIUM,
R00119,S0029,Bengaluru,2022-06-21,2022-06-21,2022,FY22-23,Series C,153.0,USD,12010.5,1000.0,USD,post-money,INV0004,INV0115;INV0218;INV0217;INV0105,5,valuation post-money,India + North America growth; APAC/EMEA build; product + acquisitions; double headcount,SRC00558,HIGH,
R00120,S0029,Bengaluru,2013-04-26,2013-04-26,2013,FY13-14,Seed,,USD,,,,,,INV0202,1,initial (DERIVED),Initial incorporation and product development,SRC00572,MEDIUM,
R00121,S0029,Bengaluru,2022-07-04,2022-07-04,2022,FY22-23,Series C2,,USD,,,,,,INV0004;INV0105,2,mixed (DERIVED),Follow-on,SRC00572,MEDIUM,
R00122,S0029,Bengaluru,2022-11-03,2022-11-03,2022,FY22-23,Series C3,,USD,,,,,,INV0004;INV0105,2,all-follow-on (DERIVED),Follow-on,SRC00572,MEDIUM,
R00123,S0030,Bengaluru,2025-11-05,2025-11-05,2025,FY25-26,Series F (tranche 1),100.0,USD,8570.0,,,,INV0219;INV0220,INV0219;INV0220,4,all-new-investors (DERIVED),"Merlin AI innovation, North America/EMEA GTM expansion",SRC00582,HIGH,
R00124,S0030,Bengaluru,2025-12-17,2025-12-17,2025,FY25-26,Series F (follow-on),180.0,USD,15426.0,900.0,USD,post-money (source-close person),INV0221;INV0222,INV0221;INV0222;INV0181;INV0223;INV0143,7,mixed (DERIVED),"Merlin AI agents, North America/EMEA GTM, strategic acquisitions",SRC00580,HIGH,"$57M primary + ~$123M secondary (incl $15M employee tender, 259 staff). Secondary sellers: Eight Roads, Helion, Z47, Ventureast (full exit, ~10x blended). Total Series F $280M. ~$307M primary raised to date."
R00125,S0030,Bengaluru,2022-06-01,2022-06-01,2022,FY22-23,Series E,77.0,USD,6044.5,,,,INV0224;INV0143,INV0224;INV0143;INV0225;INV0226;INV0227;INV0053,8,initial (DERIVED),"US/Europe/Asia/MEA footprint, LatAm/Australia expansion, acquisitions",SRC00581,HIGH,
R00126,S0031,Bengaluru,2022-12-26,2022-12-26,2022,FY22-23,Series E,75.0,USD,5887.5,900.0,USD,post-money,INV0228,INV0228;INV0029;INV0229;INV0230,5,initial (DERIVED),,SRC00589,HIGH,
R00127,S0031,Bengaluru,2024-09-12,2024-09-12,2024,FY24-25,Series E-II,4.65,USD,389.21,1200.0,USD,post-money,INV0003;INV0048,INV0003;INV0048,4,all-new-investors (DERIVED),,SRC00596,MEDIUM,Tracxn-recorded Series E top-up alongside Jify share-swap unicorn event; primary evidence weaker — treat as reported
R00128,S0031,Bengaluru,2025-11-27,2025-11-27,2025,FY25-26,Debt (conventional),11.4,USD,976.98,,,,INV0231,INV0231;INV0016,3,all-new-investors (DERIVED),,SRC00596,MEDIUM,
R00129,S0032,Bengaluru,2008-09-25,2008-09-25,2008,FY08-09,Series A / growth,30.0,USD,2580.0,,,,INV0232,INV0232,2,initial (DERIVED),,SRC00598,HIGH,
R00130,S0032,Bengaluru,2011-04-01,2011-04-01,2011,FY11-12,Growth,25.0,USD,2150.0,,,,INV0233,INV0233,2,all-new-investors (DERIVED),,SRC00598,HIGH,
R00131,S0032,Bengaluru,2011-12-28,2011-12-28,2011,FY11-12,Growth,108.0,USD,9288.0,,,,INV0233;INV0027,INV0233;INV0027,4,mixed (DERIVED),,SRC00598,HIGH,
R00132,S0032,Bengaluru,2013-02-20,2013-02-20,2013,FY13-14,Corporate minority,45.0,USD,3870.0,1000.0,USD,post-money,INV0234,INV0234;INV0102,3,all-new-investors (DERIVED),,SRC00598,HIGH,
R00133,S0032,Bengaluru,2024-05-06,2024-05-06,2024,FY24-25,Unattributed,2.01,USD,168.24,,,,,,0,unknown,,SRC00600,MEDIUM,
R00134,S0032,Bengaluru,2011-04-01,2011-04-01,2011,FY11-12,Series B,25.0,USD,2150.0,,,,INV0233,INV0233,2,all-follow-on (DERIVED),growth,SRC00598,HIGH,
R00135,S0032,Bengaluru,2011-12-28,2011-12-28,2011,FY11-12,Series C / D,108.0,USD,9288.0,,,,INV0233;INV0027,INV0233;INV0027,4,all-follow-on (DERIVED),growth,SRC00598,HIGH,
R00136,S0033,Bengaluru,2016-07-15,2016-07-15,2016,FY16-17,Series A,18.12,USD,1558.32,,,,INV0236,INV0236,2,initial (DERIVED),,SRC00607,MEDIUM,
R00137,S0033,Bengaluru,2018-09-27,2018-09-27,2018,FY18-19,Series B,21.0,USD,1806.0,,,,INV0237;INV0238,INV0237;INV0238;INV0236,5,mixed (DERIVED),,SRC00607,MEDIUM,
R00138,S0033,Bengaluru,2021-07-15,2021-07-15,2021,FY21-22,Series C,150.0,USD,11175.0,786.68,USD,,INV0007,INV0007;INV0237;INV0238,4,mixed (DERIVED),,SRC00607,HIGH,
R00139,S0033,Bengaluru,2022-01-01,2022-01-01,2022,FY22-23,Debt/mezzanine,65.0,USD,5102.5,,,,INV0239,INV0239,2,all-new-investors (DERIVED),,SRC00607,MEDIUM,Mezzanine debt+equity mix
R00140,S0033,Bengaluru,2025-01-16,2025-01-16,2025,FY25-26,Series D,90.0,USD,7713.0,1340.0,USD,post-money,INV0240,INV0240;INV0241;INV0242,4,all-new-investors (DERIVED),"R&D, GTM, global expansion (Japan/Spain/Ireland/France/Italy)",SRC00605,HIGH,
R00141,S0034,Bengaluru,,2021-08-18,2021,FY21-22,Series D,225.0,USD,16762.5,5600.0,USD,post-money,INV0119,INV0119;INV0245;INV0246;INV0129;INV0247;INV0048,7,mixed (DERIVED),,SRC00613,HIGH,
R00142,S0034,Bengaluru,,2020-06-11,2020,FY20-21,Series C,150.0,USD,11100.0,2000.0,USD,post-money,INV0119,INV0119;INV0247;INV0048,4,mixed (DERIVED),,SRC00615,HIGH,
R00143,S0034,Bengaluru,,2019-06-19,2019,FY19-20,Series B,50.0,USD,4300.0,,,,INV0247,INV0247;INV0048,3,mixed (DERIVED),,SRC00615,HIGH,
R00144,S0034,Bengaluru,,2016-10-13,2016,FY16-17,Series A,7.0,USD,602.0,,,,,,0,unknown,,SRC00620,MEDIUM,
R00145,S0034,Bengaluru,,2015-05-01,2015,FY15-16,Seed,1.0,USD,86.0,,,,,,0,unknown,,SRC00620,MEDIUM,
R00146,S0034,Bengaluru,,2014-10-31,2014,FY14-15,Seed,0.977,USD,84.02,,,,,INV0048,1,initial (DERIVED),,SRC00615,MEDIUM,
R00147,S0034,Bengaluru,,2024-08-01,2024,FY24-25,Secondary,,USD,,3360.0,USD,secondary-market,INV0048;INV0248;INV0246,INV0048;INV0248;INV0246,6,mixed (DERIVED),Existing investors selling stakes at 30-40% discount to peak valuation,SRC00614,MEDIUM,
R00148,S0035,Bengaluru,,,2021,FY21-22,Series D (unicorn),250.0,USD,18625.0,1450.0,USD,,INV0005,INV0005,2,all-follow-on (DERIVED),,SRC00636,MEDIUM,Unicorn round; valuation $1.15-1.45Bn per various reports | announcement_date stated loosely: May 2021
R00149,S0035,Bengaluru,,,2025,FY25-26,Strategic,50.0,USD,4285.0,2000.0,USD,,INV0249,INV0250,2,all-follow-on (DERIVED),,SRC00623,HIGH,Valuation jump from $1.15Bn pre-money | announcement_date stated loosely: Feb 2025
R00150,S0035,Bengaluru,2025-02-11,2025-02-11,2025,FY25-26,Series D,50.0,USD,4285.0,,,post-money,INV0251,INV0250,2,all-new-investors (DERIVED),Cash reserves for operational resilience and unforeseen expenses,SRC00623,HIGH,Pre-money valuation $1.15Bn; post-money $2Bn. Zeta press release confirms.
R00151,S0035,Bengaluru,2022-03-07,2022-03-07,2022,FY22-23,Series C,30.0,USD,2355.0,,,,INV0234,INV0234,2,all-new-investors (DERIVED),Unknown,SRC00637,MEDIUM,Mastercard capital investment per Zeta newsroom; Tracxn confirms Mastercard Series C 2022
R00152,S0035,Bengaluru,2021-05-24,2021-05-24,2021,FY21-22,Series C,250.0,USD,18625.0,,,post-money,INV0005,INV0005;INV0252;INV0253,4,all-new-investors (DERIVED),"Accelerate growth in US, Europe, India; scale operations, team, platform",SRC00635,HIGH,Valuation $1.45Bn per multiple sources; Zeta newsroom headline says $1.5Bn
R00153,S0035,Bengaluru,2019-07-23,2019-07-23,2019,FY19-20,Series C,,USD,,,,post-money,INV0254,INV0254,2,initial (DERIVED),Unknown,SRC00638,MEDIUM,First external funding round; $300M valuation per Bhavin Turakhia interview
R00154,S0036,Bengaluru,,,2018,FY18-19,Acquisition (majority),16000.0,USD,1376000.0,21000.0,USD,,INV0028,INV0028,2,all-follow-on (DERIVED),,SRC00651,MEDIUM,77% stake for $16Bn widely reported | announcement_date stated loosely: May 2018
R00155,S0036,Bengaluru,2018-05-01,2018-05-09,2018,FY18-19,Acquisition (majority stake),16000.0,USD,1376000.0,20800.0,USD,transaction,INV0028,INV0028,2,initial (DERIVED),Walmart acquires 77% stake; includes $2Bn fresh equity,SRC00651,HIGH,"Values Flipkart at $20.8Bn; Sachin Bansal sold 5% for ~$1Bn; remaining held by Binny Bansal, Tencent, Tiger Global, Microsoft"
R00156,S0036,Bengaluru,2021-07-01,2021-07-01,2021,FY21-22,primary,3600.0,USD,268200.0,,,post-money,INV0028,INV0028;INV0160;INV0036;INV0005;INV0255,6,mixed (DERIVED),Funding round at $37.6Bn valuation,SRC00650,MEDIUM,Walmart closed $3.6Bn round at $37.6Bn valuation in 2021; Tiger Global and Accel exited
R00157,S0036,Bengaluru,2023-12-01,2023-12-01,2023,FY23-24,primary,600.0,USD,49680.0,,,,INV0028,INV0028,2,all-follow-on (DERIVED),Walmart parent infusion; round kicked off Dec 2023,SRC00650,HIGH,Walmart infused $600M in Dec 2023 as part of extended round
R00158,S0036,Bengaluru,2024-05-01,2024-05-24,2024,FY24-25,primary,950.0,USD,79515.0,,,post-money,INV0028;INV0256,INV0028;INV0256;INV0006,5,mixed (DERIVED),"Double down on quick commerce, travel (Cleartrip), Shopsy, financial services; pre-IPO domicile shift",SRC00650,HIGH,Google invested $350M; Walmart $600M; total ~$950M; CCI approval for Google stake Nov 2024
R00159,S0036,Bengaluru,2025-07-01,2025-07-01,2025,FY25-26,ESOP buyback,25.0,USD,2142.5,,,ESOP buyback,INV0257,INV0257,2,all-new-investors (DERIVED),Employee liquidity; first tranche of two-part buyback,SRC00646,MEDIUM,First tranche ~$25M at $174.32/option; effective Rs 672/option after domicile adjustment
R00160,S0036,Bengaluru,2026-07-01,2026-07-01,2026,FY26-27,ESOP buyback,25.0,USD,2175.0,,,ESOP buyback,INV0257,INV0257,2,all-follow-on (DERIVED),Second tranche contingent on performance milestones; achieved per Group CEO memo Jul 6 2026,SRC00646,MEDIUM,Second tranche ~$25M at Rs 713.4/option; total ESOP liquidity >$1.5Bn since 2017; $700M in 2023 was largest
R00161,S0037,Bengaluru,,,2025,FY25-26,Series F,200.0,USD,17140.0,1200.0,USD,,INV0001;INV0258,INV0001;INV0258,4,all-new-investors (DERIVED),,SRC00656,HIGH,Unicorn round confirmed by multiple outlets | announcement_date stated loosely: May 2025
R00162,S0037,Bengaluru,,2015-02-20,2015,FY15-16,Seed,0.481,USD,41.37,,,,INV0145,INV0145;INV0259;INV0260,4,initial (DERIVED),early-stage funding,SRC00662,MEDIUM,
R00163,S0037,Bengaluru,,2015-06-10,2015,FY15-16,Series A,5.5,USD,473.0,,,,INV0037,INV0037;INV0145;INV0261;INV0262;INV0263;INV0264;INV0265;INV0266;INV0260,10,mixed (DERIVED),early-stage funding,SRC00662,MEDIUM,
R00164,S0037,Bengaluru,,2016-07-12,2016,FY16-17,Series B,2.53,USD,217.58,,,post-money,INV0037,INV0037,2,all-follow-on (DERIVED),early-stage funding,SRC00662,MEDIUM,
R00165,S0037,Bengaluru,,2016-12-13,2016,FY16-17,Series B,1.47,USD,126.42,,,post-money,,INV0145;INV0267,2,mixed (DERIVED),early-stage funding,SRC00662,MEDIUM,
R00166,S0037,Bengaluru,,2017-05-02,2017,FY17-18,Series B,1.34,USD,115.24,,,post-money,INV0267,INV0267,2,all-follow-on (DERIVED),early-stage funding,SRC00662,MEDIUM,
R00167,S0037,Bengaluru,,2017-08-30,2017,FY17-18,Series B,2.01,USD,172.86,,,post-money,INV0037,INV0037;INV0145;INV0268;INV0269;INV0270;INV0271;INV0272;INV0273;INV0274;INV0260,11,mixed (DERIVED),early-stage funding,SRC00662,MEDIUM,
R00168,S0037,Bengaluru,,2018-03-28,2018,FY18-19,Series C,7.7,USD,662.2,,,post-money,INV0267,INV0267,2,all-follow-on (DERIVED),early-stage funding,SRC00662,MEDIUM,
R00169,S0037,Bengaluru,,2019-08-06,2019,FY19-20,Series C,10.0,USD,860.0,,,post-money,,INV0145;INV0037;INV0267,3,all-follow-on (DERIVED),early-stage funding,SRC00662,MEDIUM,
R00170,S0037,Bengaluru,,2020-04-10,2020,FY20-21,Series D,18.5,USD,1369.0,,,post-money,,INV0275,1,all-new-investors (DERIVED),early-stage funding,SRC00662,MEDIUM,
R00171,S0037,Bengaluru,,2021-09-01,2021,FY21-22,Series E,101.0,USD,7524.5,,,post-money,INV0103;INV0276,INV0103;INV0276;INV0277;INV0278;INV0279;INV0280;INV0037;INV0084,10,mixed (DERIVED),"consolidate position, acquire talent, expand to top 35 cities",SRC00663,HIGH,
R00172,S0037,Bengaluru,,2024,2024,FY24-25,Series F (internal/ESOP),,USD,,,,post-money,,INV0281,1,all-new-investors (DERIVED),ESOP liquidation at $1B valuation,SRC00667,MEDIUM,
R00173,S0037,Bengaluru,,2025-09-09,2025,FY25-26,Series F (extended),100.0,USD,8570.0,,,post-money,INV0276;INV0146,INV0276;INV0146;INV0282,5,mixed (DERIVED),"additional capital; ~$50M primary, ~$250-260M secondary",SRC00666,MEDIUM,
R00174,S0037,Bengaluru,,2026-01-15,2026,FY26-27,Series F (tranche),46.5,USD,4045.5,,,post-money,INV0283;INV0284,INV0283;INV0284,4,all-new-investors (DERIVED),continued Series F funding,SRC00662,MEDIUM,
R00175,S0038,Bengaluru,,,2026,FY26-27,Acquisition,206.0,USD,17922.0,19000.0,INR,,INV0285,INV0286,2,all-new-investors (DERIVED),,SRC00288,HIGH,"Peak $3.44Bn (2021) per TechCrunch; Munjal confirmed 'raised at peak, sold at fraction' | announcement_date stated loosely: Sep 2026"
R00176,S0038,Bengaluru,,2021-08-01,2021,FY21-22,Series H,440.0,USD,32780.0,3440.0,USD,peak,INV0127,INV0002;INV0029;INV0027;INV0037;INV0127;INV0018,7,initial (DERIVED),Pandemic-era edtech expansion,SRC00288,HIGH,
R00177,S0038,Bengaluru,,2026-03-01,2026,FY26-27,internal_funding,360.0,USD,31320.0,,,,INV0287,INV0127;INV0218;INV0288,4,mixed (DERIVED),upGrad internal round ahead of Unacademy acquisition,SRC00687,MEDIUM,
R00178,S0039,Bengaluru,2020-07-17,,2020,FY20-21,Series D,100.0,USD,7400.0,600.0,USD,post-money,INV0245,INV0245,2,new,Growth,SRC00701,MEDIUM,Lead investor needs corroboration; recorded as reported | announcement_date stated loosely: Jul 2020
R00179,S0039,Bengaluru,2021-09-29,,2021,FY21-22,Series E (unicorn),100.0,USD,7450.0,1000.0,USD,post-money,INV0289,INV0289,2,new,Growth and expansion,SRC00696,HIGH,announcement_date stated loosely: Sep 2021
R00180,S0039,Bengaluru,,,2025,FY25-26,Internal/bridge,11.0,USD,942.7,,,,INV0290,INV0289,2,all-new-investors (DERIVED),,SRC00707,MEDIUM,External secondary round planned per Mint | announcement_date stated loosely: Sep 2025
R00181,S0039,Bengaluru,2025-09-26,2025-09-26,2025,FY25-26,Series F,,USD,,868.0,USD,post-money (Tracxn),,,0,existing,"Category expansion, technology, AI development; IPO preparation",SRC00699,HIGH,added session-2 gapfill
R00182,S0040,Bengaluru,,,2024,FY24-25,Venture round,90.0,USD,7533.0,3000.0,USD,,INV0075,INV0075;INV0294,3,all-follow-on (DERIVED),,SRC00729,LOW,$90M + investor names per FE; $3Bn valuation only from ET headline snippet — LOW confidence | announcement_date stated loosely: Dec 2024
R00183,S0040,Bengaluru,,2021-08-20,2021,FY21-22,Series E,150.0,USD,11175.0,1330.0,USD,post-money,INV0295,INV0295,2,initial (DERIVED),International expansion,SRC00723,HIGH,
R00184,S0040,Bengaluru,,2021-12-29,2021,FY21-22,Series F,210.0,USD,15645.0,2700.0,USD,post-money,INV0225,INV0225;INV0080;INV0003;INV0046;INV0296,6,all-new-investors (DERIVED),Growth and acquisitions,SRC00721,MEDIUM,
R00185,S0040,Bengaluru,,2024-12-19,2024,FY24-25,Venture round,100.0,USD,8370.0,3000.0,USD,post-money,INV0075;INV0294,INV0075;INV0294;INV0297,5,all-new-investors (DERIVED),Growth capital,SRC00726,MEDIUM,
R00186,S0040,Bengaluru,,2026-03-30,2026,FY26-27,Pre-IPO,500.0,USD,43500.0,3000.0,USD,post-money,INV0298,INV0298;INV0299,3,all-new-investors (DERIVED),Pre-IPO balance sheet strengthening,SRC00724,MEDIUM,
R00187,S0040,Bengaluru,,2026-09-15,2026,FY26-27,Total raised,931.0,USD,80997.0,,,,,,0,unknown,Cumulative across 20 rounds,SRC00727,MEDIUM,
R00188,S0041,Mumbai,2014,2014,2014,FY14-15,Series A,,USD,,,,,INV0170,INV0170;INV0094,3,initial (DERIVED),,SRC00747,LOW,
R00189,S0041,Mumbai,2017-01-17,2017-01-17,2017,FY17-18,Series C,2.17,USD,186.62,,,,INV0226,INV0226;INV0170,3,mixed (DERIVED),,SRC00747,LOW,
R00190,S0041,Mumbai,2018-09-06,2018-09-06,2018,FY18-19,Series D,100.0,USD,8600.0,,,,INV0158,INV0158;INV0170;INV0226;INV0094,5,mixed (DERIVED),,SRC00735,MEDIUM,
R00191,S0041,Mumbai,2020-09-14,2020-09-14,2020,FY20-21,Series E,225.0,USD,16650.0,2500.0,USD,post-money,INV0029;INV0020,INV0029;INV0020;INV0221;INV0300,6,all-new-investors (DERIVED),,SRC00735,HIGH,
R00192,S0041,Mumbai,2021-03-25,2021-03-25,2021,FY21-22,Secondary,400.0,USD,29800.0,5000.0,USD,post-money,INV0035;INV0296;INV0064,INV0035;INV0296;INV0301;INV0029;INV0221;INV0302;INV0303;INV0300,11,mixed (DERIVED),"secondary (early investors Multiples, Kalaari sold)",SRC00736,HIGH,
R00193,S0041,Mumbai,2021-11-24,2021-11-25,2021,FY21-22,Series F,840.0,USD,62580.0,8000.0,USD,post-money,INV0301;INV0157;INV0296;INV0304;INV0029,INV0301;INV0157;INV0296;INV0304;INV0029;INV0020;INV0300,12,mixed (DERIVED),,SRC00737,HIGH,
R00194,S0042,Bengaluru,2011,2011,2011,FY11-12,"Equity (early backer; ~$200-220M invested, per ET Dec 2025)",,USD,,,,,INV0002,INV0002,2,initial (DERIVED),,SRC00752,MEDIUM,
R00195,S0042,Bengaluru,2024-09-10,2024-09-10,2024,FY24-25,Debt,100.0,USD,8370.0,,,,INV0306,INV0307,2,all-new-investors (DERIVED),,SRC00752,MEDIUM,
R00196,S0042,Bengaluru,2025-12-04,2025-12-04,2025,FY25-26,"Loan (2 tranches, 13-14%, secured on founders' stake)",350.0,USD,29995.0,1000.0,USD,transaction,INV0308;INV0309;INV0310,INV0308;INV0309;INV0310,6,all-new-investors (DERIVED),share buyback from SoftBank/PE holders ahead of IPO,SRC00751,HIGH,
R00197,S0042,Bengaluru,2011,2011,2011,FY11-12,Seed/Series A,,USD,,,,,INV0002,INV0002,2,all-follow-on (DERIVED),Early-stage funding,SRC00752,MEDIUM,SoftBank invested ~$200-220M; stake 35%->5-7%
R00198,S0042,Bengaluru,2024-07-01,2024-07-01,2024,FY24-25,Series A,830.0,INR,830.0,,,,INV0311,INV0311,2,all-new-investors (DERIVED),,SRC00755,MEDIUM,₹83 crore Series A led by Baring per Mint
R00199,S0042,Bengaluru,2025-12-04,2025-12-04,2025,FY25-26,Debt,350.0,USD,29995.0,,,transaction (under $1B),INV0308;INV0309;INV0310,INV0308;INV0309;INV0310,6,all-follow-on (DERIVED),Share buyback from SoftBank/PE holders ahead of IPO,SRC00751,HIGH,$200M opco + $150M holdco; secured against founders' stake
R00200,S0042,Bengaluru,,2025-12-31,2025,FY25-26,Pre-IPO (talks),150.0,USD,12855.0,,,,,,0,unknown,Realign cap table ahead of FY27 IPO,SRC00755,MEDIUM,Early talks; IPO bankers may lead
R00201,S0042,Bengaluru,,2025-01-22,2025,FY25-26,Series E (talks),400.0,USD,34280.0,,,post-money target,,,0,unknown,GenAI advertising; DRHP filing,SRC00753,MEDIUM,Advanced talks; DRHP eyed by early April 2025; did not close as planned
R00202,S0042,Bengaluru,,2025-01-22,2025,FY25-26,Total PE raised,216.0,USD,18511.2,,,,,INV0002;INV0312;INV0313;INV0311,4,mixed (DERIVED),,SRC00753,HIGH,$216M PE to date; plus $100M Mars debt
R00203,S0043,Mumbai,2019-03-01,2019-03-01,2019,FY19-20,Primary (unicorn round),,INR,,1200.0,USD,post-money,INV0225,INV0225,2,initial (DERIVED),,SRC00777,MEDIUM,
R00204,S0043,Mumbai,2020-11-01,2020-11-01,2020,FY20-21,Secondary,,USD,,1800.0,USD,post-money,,INV0316,1,all-new-investors (DERIVED),secondary (partial exit early investors/employees),SRC00777,LOW,
R00205,S0043,Mumbai,2021-11-10,2021-10-28,2021,FY21-22,IPO,53520.0,INR,53520.0,7100.0,USD,post-money,,INV0317,1,all-new-investors (DERIVED),"new stores/warehouses, debt retirement, marketing/owned brands",SRC00774,HIGH,
R00206,S0044,Mumbai,,2024-12-12,2024,FY24-25,Series G,210.0,USD,17577.0,750.0,USD,post-money (primary),INV0127,INV0127;INV0319,3,all-new-investors (DERIVED),,SRC00786,HIGH,valuation range per source: 1.4B (primary); ~750-800M (sec (low end stored)
R00207,S0044,Mumbai,,2024-12-19,2024,FY24-25,Secondary,,USD,,750.0,USD,secondary transaction valuation,INV0070,INV0320;INV0321;INV0322,4,all-new-investors (DERIVED),,SRC00785,HIGH,valuation range per source: ~750-800M (low end stored)
R00208,S0044,Mumbai,,2025-04-22,2025,FY25-26,Unattributed top-up,25.0,USD,2142.5,1400.0,USD,reported post-money,INV0323,INV0323,2,all-follow-on (DERIVED),,SRC00787,MEDIUM,Reported by Mint via Verdict/Yahoo; company did not comment; fetch hit login wall
R00209,S0044,Mumbai,,2021-10-07,2021,FY21-22,Series F,175.0,USD,13037.5,1400.0,USD,post-money,INV0323,INV0323,2,all-new-investors (DERIVED),,SRC00789,MEDIUM,
R00210,S0044,Mumbai,,2025-04-22,2025,FY25-26,Top-up (unattributed),25.0,USD,2142.5,,,reported post-money,INV0323,INV0323,2,all-follow-on (DERIVED),Omnichannel/food-court expansion,SRC00787,MEDIUM,Reported by Mint/Verdict/Yahoo; company did not comment
R00211,S0044,Mumbai,,2017,2017,FY17-18,Series A,,USD,,,,,,INV0324,1,initial (DERIVED),,SRC00795,LOW,
R00212,S0044,Mumbai,,2018,2018,FY18-19,Series B,,USD,,,,,,INV0245;INV0325,2,all-new-investors (DERIVED),,SRC00785,LOW,
R00213,S0044,Mumbai,,2019,2019,FY19-20,Series C,,USD,,,,,,INV0037;INV0245;INV0325,3,mixed (DERIVED),,SRC00795,LOW,
R00214,S0045,"Bengaluru (operating/brand HQ); registered office Rajnandgaon, Chhattisgarh",,2023-06-20,2023,FY23-24,Private Equity minority,60.0,USD,4968.0,600.0,USD,,INV0326,,1,initial (DERIVED),,SRC00797,,
R00215,S0045,"Bengaluru (operating/brand HQ); registered office Rajnandgaon, Chhattisgarh",,2025-05-26,2025,FY25-26,Corporate minority,,USD,,1000.0,USD,,INV0327,,1,unknown,,SRC00798,,
