claim_id,startup_id,entity,field,claim_value,value_type,unit,currency,date_from,date_to,source_id,confidence,status,preferred,notes
CL00175,S0037,Porter,registered_office,"SmartShift Logistics Solutions Pvt Ltd, Bengaluru",company-field,,,,,SRC00665,MEDIUM,current,yes,CCI order references entity
CL00176,S0038,Unacademy,official_website,https://unacademy.com,company-field,,,,,SRC00695,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00177,S0038,Unacademy,careers_website,https://unacademy.com/careers,company-field,,,,,SRC00695,HIGH,current,yes,"careers link found on official homepage, probed live"
CL00178,S0038,Unacademy,state,Karnataka,company-field,,,,,SRC00686,HIGH,current,yes,
CL00179,S0038,Unacademy,country,India,company-field,,,,,SRC00686,HIGH,current,yes,
CL00180,S0038,Unacademy,description,"Edtech platform founded 2015 as YouTube channel; unicorn at $3.44Bn peak (2021); acquired by upGrad for ~$206M (Sep 2026). Products: Unacademy test prep, Airlearn, Graphy, PrepLadder, Relevel (shut).",company-field,,,,,SRC00288,HIGH,current,yes,
CL00181,S0038,Unacademy,registered_office,"NO 11/1,12/1 2nd Floor, Block B Maruti Info-Tech Centre, Amarjyothi Layout, Intermediate Ring Road, Bangalore North, Karnataka - 560071",company-field,,,,,SRC00686,HIGH,current,yes,
CL00182,S0039,Vedantu,official_website,https://www.vedantu.com,company-field,,,,,SRC00712,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00183,S0039,Vedantu,careers_website,https://www.vedantu.com/careers,company-field,,,,,SRC00712,HIGH,current,yes,"careers link found on official homepage, probed live"
CL00184,S0040,Zetwerk,official_website,https://www.zetwerk.com,company-field,,,,,SRC00734,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00185,S0040,Zetwerk,careers_website,https://www.zetwerk.com/careers,company-field,,,,,,HIGH,current,yes,verified 2026-09-15
CL00186,S0040,Zetwerk,state,Karnataka,company-field,,,,,SRC00715,HIGH,current,yes,
CL00187,S0040,Zetwerk,country,India,company-field,,,,,,HIGH,current,yes,
CL00188,S0040,Zetwerk,description,"Full-stack manufacturing platform serving energy, electronics, defence, aerospace, capital goods sectors via owned facilities and third-party supplier network",company-field,,,,,SRC00716,HIGH,current,yes,
CL00189,S0040,Zetwerk,registered_office,"Bengaluru, Karnataka",company-field,,,,,SRC00715,HIGH,current,yes,
CL00190,S0042,InMobi,official_website,https://www.inmobi.com,company-field,,,,,SRC00770,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00191,S0042,InMobi,careers_website,https://www.inmobi.com/company/careers/,company-field,,,,,SRC00770,HIGH,current,yes,"careers link found on official homepage, probed live"
CL00192,S0042,InMobi,description,India's first unicorn (2011); global adtech + consumer AI group. InMobi Advertising serves 30k+ brands across 150+ countries. Glance AI is lock-screen commerce platform on 450M+ smartphones. Redomicil,company-field,,,2026-09-15,,SRC00760,HIGH,current,yes,Multiple sources corroborate
CL00193,S0042,InMobi,employee_estimate,estimated 1000-2000,company-field,,,FY25,,SRC00757,LOW,current,yes,Tofler shows employee cost ₹344.6cr FY25; no headcount disclosed
CL00194,S0042,InMobi,public_private,private,company-field,,,2026-09-15,,SRC00751,HIGH,current,yes,IPO-bound; FY27 listing target
CL00195,S0042,InMobi,registered_office,"WeWork HQ 27, B-660, Sushant Lok Phase-1, Sector-27, Galleria Dlf-iv, Haryana - 122009",company-field,,,2026-09-15,,SRC00757,HIGH,current,yes,Tofler registered address
CL00196,S0043,Nykaa,official_website,https://www.nykaa.com,company-field,,,,,,HIGH,current,yes,W-wave verified 2026-09-15
CL00197,S0043,Nykaa,careers_website,https://careers.nykaa.com,company-field,,,,,,HIGH,current,yes,Careers page confirmed via search
CL00198,S0044,Rebel Foods,official_website,https://www.rebelfoods.com,company-field,,,,,SRC00796,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00199,S0044,Rebel Foods,careers_website,https://www.rebelfoods.com/join-our-team,company-field,,,,,SRC00796,HIGH,current,yes,playwright render 2026-09-15
CL00200,S0044,Rebel Foods,description,"Rebel Foods is India's largest cloud kitchen company operating multiple food brands from delivery-only kitchens. Portfolio includes Faasos, Behrouz Biryani, Oven Story Pizza, Lunchbox, The Good Bowl, ",company-field,,,2024-12,,SRC00786,HIGH,current,yes,
CL00201,S0044,Rebel Foods,employee_estimate,6040,company-field,,,2024,,SRC00794,MEDIUM,current,yes,Tracxn data; unverified from primary source
CL00202,S0044,Rebel Foods,public_private,private,company-field,,,2026-09-15,,SRC00786,HIGH,current,yes,IPO planned 2026; not yet listed
CL00203,S0045,Drools,official_website,https://drools.com,company-field,,,,,SRC00808,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00204,S0045,Drools,state,Karnataka,company-field,,,2026-09-15,,SRC00814,HIGH,current,yes,Karnataka state
CL00205,S0045,Drools,country,India,company-field,,,2026-09-15,,SRC00802,HIGH,current,yes,India
CL00206,S0045,Drools,description,"CONFUSION RISK: The 'Drools' name refers to three distinct entities: (1) Drools Pet Food Pvt Ltd (Bengaluru, pet food unicorn), (2) Apache Drools/jBPM (open-source rule engine, Red Hat, Raleigh NC), (",company-field,,,2026-09-15,,SRC00802,HIGH,current,yes,Name collision documented per §7 aliases
CL00207,S0045,Drools,hq_type,"Brand/operational HQ in Bengaluru; registered office in Rajnandgaon, Chhattisgarh",company-field,,,2026-09-15,,SRC00807,HIGH,current,yes,"WeWork Embassy One, 8 Bellary Rd, Bengaluru; registered at IB Corporate House, Rajnandgaon"
CL00208,S0045,Drools,registered_office,"436/2, IB Corporate House, Village Indamara, Post Pendri, Rajnandgaon, Chhattisgarh - 491441, India",company-field,,,2026-09-15,,SRC00807,HIGH,current,yes,MCA registered address
CL00209,S0046,Fractal Analytics,official_website,https://fractal.ai,company-field,,,,,SRC00828,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00210,S0046,Fractal Analytics,careers_website,https://fractal.wd1.myworkdayjobs.com/Careers,company-field,,,,,SRC00828,HIGH,current,yes,playwright render 2026-09-15
CL00211,S0047,Jumbotail,official_website,https://jumbotail.com,company-field,,,,,SRC00847,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00212,S0047,Jumbotail,careers_website,https://jumbotail.com/careers/,company-field,,,,,SRC00847,HIGH,current,yes,"careers link found on official homepage, probed live"
CL00213,S0047,Jumbotail,state,Karnataka,company-field,,,2026-09-15,,SRC00833,HIGH,current,yes,Registered in Karnataka per MCA
CL00214,S0047,Jumbotail,country,India,company-field,,,2026-09-15,,SRC00835,HIGH,current,yes,Indian company
CL00215,S0047,Jumbotail,description,"India's leading B2B marketplace and New Retail platform for food and grocery, serving kirana stores and MSMEs",company-field,,,2026-09-15,,SRC00835,HIGH,current,yes,Company self-description from Series D press release
CL00216,S0047,Jumbotail,hq_type,HQ,company-field,,,2026-09-15,,SRC00833,HIGH,current,yes,Registered office and HQ in Bengaluru
CL00217,S0047,Jumbotail,registered_office,"Eastland Citadel, 6th Floor, No.102, Hosur Road, Madiwala Check post, Bangalore, Karnataka - 560029",company-field,,,2026-09-15,,SRC00833,HIGH,current,yes,Tofler MCA registered address
CL00218,S0048,Livspace,official_website,https://www.livspace.com,company-field,,,,,SRC00887,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00219,S0048,Livspace,careers_website,https://www.livspace.com/in/careers,company-field,,,,,SRC00887,HIGH,current,yes,"careers link found on official homepage, probed live"
CL00220,S0048,Livspace,state,Karnataka,company-field,,,2026-09-15,,SRC00856,HIGH,current,yes,Operational HQ Karnataka; registered office Haryana per MCA
CL00221,S0048,Livspace,country,India,company-field,,,2026-09-15,,SRC00856,HIGH,current,yes,"Operations India, Singapore, Middle East"
CL00222,S0048,Livspace,hq_type,operational HQ Bengaluru; registered office Haryana,company-field,,,2026-09-15,,SRC00859,HIGH,current,yes,"MCA registered address: Unit No R2-102, First Floor, M3M Cornerwalk, DLF QE, Haryana 122002; operational HQ at RMZ Ecoworld, Bellandur, Beng"
CL00223,S0048,Livspace,registered_office,"Unit No R2-102, First Floor, M3M Cornerwalk, DLF QE, Dlf Qe, Haryana 122002, India",company-field,,,2026-09-15,,SRC00859,HIGH,current,yes,MCA registered office; ROC Haryana
CL00224,S0049,Meesho,official_website,https://meesho.in,company-field,,,,,SRC00906,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00225,S0049,Meesho,careers_website,https://meesho.io/jobs,company-field,,,,,,HIGH,current,yes,verified 2026-09-15
CL00226,S0049,Meesho,state,Karnataka,company-field,,,,,SRC00893,HIGH,current,yes,Registered in Karnataka
CL00227,S0049,Meesho,country,India,company-field,,,,,SRC00893,HIGH,current,yes,
CL00228,S0049,Meesho,description,Value-focused horizontal e-commerce marketplace targeting price-conscious consumers in tier-2+ cities; zero-commission model; discovery-led commerce,company-field,,,,,SRC00898,HIGH,current,yes,
CL00229,S0049,Meesho,registered_office,"3rd Floor, Wing-E, Helios Business Park, Kadubeesanahalli Village, Varthur Hobli, Outer Ring Road, Bellandur, Bangalore, Karnataka, 560103",company-field,,,,,SRC00893,HIGH,current,yes,
CL00230,S0049,Meesho,hq_type,HQ,company-field,,,,,SRC00893,HIGH,current,yes,
CL00231,S0050,Ola (ANI Technologies),city,Bengaluru,company-field,,,,,,HIGH,current,yes,
CL00232,S0050,Ola (ANI Technologies),official_website,https://www.olacabs.com,company-field,,,,,SRC00924,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00233,S0050,Ola (ANI Technologies),careers_website,https://www.olacabs.com/careers,company-field,,,,,SRC00924,HIGH,current,yes,"careers link found on official homepage, probed live"
CL00234,S0051,Rapido,official_website,https://rapido.bike,company-field,,,,,SRC00946,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00235,S0051,Rapido,careers_website,https://rapido.bike/Careers,company-field,,,,,SRC00946,HIGH,current,yes,"careers link found on official homepage, probed live"
CL00236,S0051,Rapido,cin,U52210TG2015PTC097115,company-field,,,,,SRC00931,HIGH,current,yes,CIN from official website; confirmed by Tracxn and ZaubaCorp
CL00237,S0051,Rapido,incorporation_date,2015-01-05,company-field,,,,,SRC00937,HIGH,current,yes,"Incorporated Jan 5, 2015 per MCA/Tracxn"
CL00238,S0051,Rapido,state,Karnataka,company-field,,,,,SRC00946,HIGH,current,yes,Registered office in Hyderabad but HQ/corporate office in Bengaluru
CL00239,S0051,Rapido,country,India,company-field,,,,,SRC00946,HIGH,current,yes,India-only operations
CL00240,S0051,Rapido,description,"India's largest ride-hailing platform operating bike taxis, autos, and cabs across 500+ cities. Also operates Ownly food delivery and Metro Ticket. Uses zero-commission SaaS subscription model for dri",company-field,,,,,SRC00946,HIGH,current,yes,From official website and multiple sources
CL00241,S0051,Rapido,hq_type,"Corporate Office: Mantri Commercio - Spatium Tower A, Varthur Hobli, Bangalore East Taluk; City Office: HSR Layout, Bengaluru",company-field,,,,,SRC00931,HIGH,current,yes,Registered office in Hyderabad (Madhapur); operational HQ in Bengaluru
CL00242,S0051,Rapido,registered_office,"3rd Floor, Sai Prithvi Arcade, Megha Hills, Sri Rama Colony, Madhapur, Hyderabad - 500081",company-field,,,,,SRC00931,HIGH,current,yes,Per official website; Tracxn confirms same
CL00243,S0052,ShareChat,official_website,https://sharechat.com,company-field,,,,,SRC00997,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00244,S0052,ShareChat,careers_website,https://sharechat.com/careers,company-field,,,,,,HIGH,current,yes,verified 2026-09-15
CL00245,S0052,ShareChat,state,Karnataka,company-field,,,2026-08-12,,SRC00974,HIGH,current,yes,Registered office in Bengaluru Urban district
CL00246,S0052,ShareChat,country,India,company-field,,,2026-08-12,,SRC00974,HIGH,current,yes,Indian company; registered under MCA
CL00247,S0052,ShareChat,description,"India's largest homegrown social media company operating Indic-language platforms: ShareChat (110Mn+ MAU), Moj (100Mn+ MAU), QuickTV (7.3Mn subscribers). 325+ Mn MAU across all platforms.",company-field,,,2026-08-12,,SRC00974,HIGH,current,yes,Company self-reported; verified 2026-08-12
CL00248,S0052,ShareChat,hq_type,HQ,company-field,,,2026-08-12,,SRC00974,HIGH,current,yes,"Headquartered in Bengaluru with global teams in India, USA, Europe"
CL00249,S0052,ShareChat,registered_office,"North Tower, Smartworks Vaishnavi Tech Park, Survey No 16/1 & No 17/2, Ambalipura Village, Varthur Hobli, Bengaluru Urban, Karnataka - 560103",company-field,,,2026-03-31,,SRC00977,HIGH,current,yes,From Terms of Use page
CL00250,S0053,Apna,official_website,https://apna.co,company-field,,,,,SRC01008,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00251,S0053,Apna,careers_website,https://apna.co/jobs,company-field,,,,,SRC01008,HIGH,current,yes,"careers link found on official homepage, probed live"
CL00252,S0053,Apna,state,Karnataka,company-field,,,2026-09-15,,SRC00998,MEDIUM,current,yes,Bengaluru is in Karnataka; registered office in Haryana
CL00253,S0053,Apna,country,India,company-field,,,2026-09-15,,SRC01008,HIGH,current,yes,Indian company
CL00254,S0053,Apna,description,"AI-powered professional networking and job search platform connecting blue/grey-collar job seekers with employers. Operates three verticals: Apna.co (jobs marketplace), BlueMachines.ai (enterprise voi",company-field,,,2026-09-15,,SRC00998,HIGH,current,yes,Tracxn description + Fortune India
CL00255,S0053,Apna,hq_type,operating,company-field,,,2026-09-15,,SRC00998,HIGH,current,yes,"HQ in Bengaluru; registered office in Gurugram, Haryana"
CL00256,S0053,Apna,registered_office,"Innov8 Orchid Centre, 3rd Floor, Orchid Center, Golf Course Road, Sector 53, DLF QE, Gurgaon, Haryana, India, 122002",company-field,,,2026-09-15,,SRC00998,HIGH,current,yes,Tracxn lists registered address; Tofler shows Andheri E Mumbai as current registered address per MCA
CL00257,S0054,BharatPe,official_website,https://bharatpe.com,company-field,,,,,SRC01024,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00258,S0054,BharatPe,careers_website,https://bharatpe.com/career,company-field,,,,,SRC01024,HIGH,current,yes,"careers link found on official homepage, probed live"
CL00259,S0055,Euler Motors,official_website,https://www.eulermotors.com,company-field,,,,,SRC01044,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL00260,S0055,Euler Motors,state,Delhi,company-field,,,2026-09-15,,SRC01029,HIGH,current,yes,Registered in New Delhi per MCA
CL00261,S0055,Euler Motors,country,India,company-field,,,2026-09-15,,SRC01029,HIGH,current,yes,Indian private limited company
CL00262,S0055,Euler Motors,description,Electric commercial vehicle manufacturer building 3W and 4W cargo EVs for last-mile logistics,company-field,,,2026-09-15,,SRC01031,HIGH,current,yes,"Founded 2018; HiLoad EV 3W, Storm/Turbo EV4W"
CL00263,S0055,Euler Motors,hq_type,registered_office,company-field,,,2026-09-15,,SRC01029,HIGH,current,yes,"B-99, Second Floor, Panchsheel Vihar, New Delhi - 110017"
CL00264,S0055,Euler Motors,registered_office,"B-99, Second Floor, Panchsheel Vihar, New Delhi, Delhi - 110017",company-field,,,2026-09-15,,SRC01029,HIGH,current,yes,MCA registered address
CL00265,S0056,Fibe (EarlySalary),official_website,https://www.fibe.in,company-field,,,,,SRC01051,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
