startup_id,company_name,legal_name,aliases,website,founded_date,incorporation_date,status,startup_stage,primary_sector,secondary_sectors,business_model,customer_type,city,state,country,hq_type,registered_office,employee_estimate,employee_estimate_date,total_funding_disclosed,last_funding_date,last_funding_round,last_known_valuation,revenue_latest_fy,revenue_latest_fy_year,revenue_latest_fy_period,profit_loss_latest_fy,profit_loss_latest_fy_period,dpiit_recognized,cin,parent_company,subsidiary_of,public_private,website_status,official_website,careers_website,last_verified,confidence,primary_source_id,notes,company_class
S0021,Upstox,RKSV Securities (Upstox brand),,https://upstox.com,2009,2009-04-06,active,unicorn,fintech/broking,"['wealthtech', 'insurance distribution']","Discount broking (stocks, F&O, IPO, MF) + insurance distribution; NBFC/AMC licenses sought 2026",B2C retail traders/investors,Mumbai,Maharashtra,India,operating,"807, New Delhi House, Barakhamba Road, Connaught Place, New Delhi - 110001",387,,"4012.5 Mn INR (equity, DERIVED)",,Series C (extension tranche; part of ~$200M round context),"~$3-3.5B (Nov 2021, per Moneycontrol/TOI/company-signal)",9,FY25,FY25 percent INR,,,,U74900DL2009PTC189166,,,private,unchecked (not in linkcheck set),https://upstox.com,https://upstox.com/careers/,2026-09-14,HIGH,SRC00437,"SEED VERIFIED on city (Mumbai) and unicorn status (Nov 2021). Founders: Ravi Kumar + Shrini Viswanath consistently; third co-founder reported as Raghu Kumar (YourStory/BW) vs Kavitha Subramanian (TOI/company-signal) — preserved as conflict. Founded 2009 (not a 2010s startup). | CONFLICT[third co-founder identity]: Unresolved — Ravi Kumar + Shrini Viswanath undisputed; third seat contested betw | CONFLICT[2021 unicorn valuation]: Range $3-3.5B kept; $3.5B is company-claimed later figure. Not averaged. | CONFLICT[legal_name]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[third co-founder identity]: Livemint Feb 2026 interview with CEO Ravi Kumar names founders as Kumar, Raghu K | CONFLICT[2021 unicorn valuation]: $3.5B is company-claimed later figure; $3B was TOI headline. Both recorded; $3.5 | GAPS: Ratan Tata original 2016 stake terms (1.33% per press release) not verified from primary; Full round history (seed/Series A, $200M Nov-2021 round closure) not reconciled; FY24/FY25 audited revenue/profit not verified; CIN/incorporation reco | last_funding_date stated loosely: November 2021",Scale-up
S0022,Udaan,"Hiveloop Ecommerce Pvt Ltd (consolidated); parent Trustroot Internet Pte Ltd, Singapore",,https://udaan.com,2016,2016-06-03,"active, pre-IPO; parent insolvency proceedings reported Jul 2026","Series H, IPO-track",b2b commerce,"['FMCG', 'staples', 'pharma', 'HoReCa']",B2B marketplace + logistics + credit (udaanCapital),"B2B (retailers, wholesalers)",Bengaluru,Karnataka,India,,"SJR The Hub, Sarjapur Main Road, Bellandur, Bengaluru South, Karnataka 560102",,,"30117.3 Mn INR (equity, DERIVED)",2026-07-14,Series H / structured,"$1.8B (flat, Series G Jun 2025; Series H Jul 2026)",4561,FY25,FY25 crore INR,-1055,FY25 crore INR,,U72900KA2016PTC093868,,,Private,unchecked (not in linkcheck set),https://udaan.com,,2026-09-14,MEDIUM,,CONFLICT[Series G Jun 2025 amount]: Company PR figure $114M preferred; Tracxn shows $39M tranche — likely tranche vs | GAPS: FY26 financials not filed yet; Exact Series H equity/debt split undisclosed; Reverse-flip (Singapore→India) completion status unverified,Scale-up
S0023,ACKO,ACKO Technology & Services Private Limited (converting to Ltd per acko.com financials page),,https://www.acko.com/,2016,2016-09-07,operating,"Unicorn (late stage, IPO-bound)",insurtech,"['general insurance', 'life insurance (term-only)']","D2C digital insurance (direct-to-consumer, licensed general + life insurer)",B2C,Bengaluru,Karnataka,India,operating,"#36/5, Hustlehub One East, Somasandrapalya, 27th Main Rd, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",,,"32639.5 Mn INR (equity, DERIVED)",2025-07-30,Undisclosed (late stage),~$1B (ETech Dec 2025: 'valued at slightly lower than a billi,2837.0,FY25,FY25 crore INR,424.0,FY25 crore INR,,"U74110KA2016PTC120161 (ACKO Technology & Services Pvt Ltd); General Insurance arm CIN U66000KA2016PLC138288, IRDAI Reg No 157",,,Private,unchecked (not in linkcheck set),https://www.acko.com,https://www.acko.com/careers/,2026-09-14,HIGH,,"Seed city corrected: Mumbai -> Bengaluru (company address HSR Layout, ROC Bangalore). General insurance licence 2017; life insurance licence from IRDAI 2023. | CONFLICT[total_funding_disclosed]: Unresolved; Inc42 counts disclosed rounds, ET figure may include unannounced equ | GAPS: Exact amounts/dates of Series A/C tranches and 2023/2025 rounds not verified from primary sources; Employee count (Tracxn 1306 vs Inc42 1754) unresolved; IPO plan unconfirmed by company; DRHP filing status unknown; Life-insurance arm financ | City corrected from discovery seed (Mumbai) to Bengaluru per enrichment.",Scale-up
S0024,CoinSwitch Kuber,Bitkuber Investments Pvt Ltd (operating as CoinSwitch); parent PeepalCo / Chain Labs Pte Ltd Singapore,,https://coinswitch.co,2017,2021-03-09,active,Unicorn (Series C),crypto/fintech,"['wealthtech', 'custody']",transaction-fee crypto exchange + wealthtech (Lemonn) + custody (DigiVault),B2C retail + HNI/institutional,Bengaluru,,India,,,,,"22350.0 Mn INR (equity, DERIVED)",2021-10-06,Series C,$1.9B (Oct 2021),90.81,FY25,FY25 crore INR,-37.6,FY25 million USD,,U65990KA2021PTC145060,,,Private,unchecked (not in linkcheck set),https://coinswitch.co,https://recruiterflow.com/coinswitch/jobs,2026-09-14,MEDIUM,,CONFLICT[HQ city]: Operating HQ Bengaluru per company/press; Tracxn registry shows Chennai — likely | GAPS: FY26 financials unverified; ED probe outcome/status post-2022 unverified; CIN/DPIIT unverified; Lemonn traction figures unverified; CIN state-code conflict unresolved: U65990KA2021PTC145060 (Tofler) vs U65990TN2021PTC191472 (ZaubaCorp TN pa | City corrected from discovery seed (Bengaluru) to Bengaluru (operating; Tracxn lists Chennai/Tamil Nadu — conflict) per enrichment. | HQ/domicile detail: operating; Tracxn lists Chennai/Tamil Nadu — conflict),Scale-up
S0025,Cult.fit (CureFit),Curefit Healthcare Pvt Ltd (Cult.fit brand),CureFit,https://www.cult.fit/,2016,2016-05-24,"active, IPO-track","Unicorn, DRHP filed Jul 2026",fitness/healthtech,"['D2C sportswear', 'wellness']","fitness services (Cultpass, gyms) + D2C products (Cultsport)",B2C + franchisees + corporate,Bengaluru,Karnataka,India,,"NEW NO.10, OLD NO.28, SHANKARALAYA, 2ND FLOOR, 3RD CROSS STREET RK NAGAR, RA PURAM, MANDAVELI, Raja Annamalaipuram, Chennai, Tamil Nadu - 600028",,,"21821.2 Mn INR (equity, DERIVED)",2026-03-17,Series G,"~$1.5-1.6B (Rs 12,600cr Mar 2026; $1.56B Nov 2021)",1720.6,FY26,FY26 crore INR,-252,FY26 crore INR,,U74999TN2016PTC176669,,,Private,unchecked (not in linkcheck set),https://www.cult.fit,https://careers.cult.fit/cult/,2026-09-14,MEDIUM,,"CONFLICT[FY26 revenue]: Same DRHP figure; % differs by base used (Rs 1,262.9cr vs 1,215.5cr FY25) — keep | CONFLICT[IPO size]: DRHP (Jul) is authoritative: Rs 950cr fresh + 17.86cr shares OFS; earlier figure | GAPS: CIN/DPIIT unverified; FY24 figures not pulled; OFS selling shareholders split unverified; FIR outcome unverified; FY26 audited financials (DRHP figures are unaudited draft); Exact post-money valuation for Series G round; Employee headcount",Scale-up
S0026,Fireflies AI,Fireflies AI Corp,,https://fireflies.ai,,2016-11-01,"Active, profitable",Unicorn (tender valuation),AI / meeting transcription,,"B2B SaaS, product-led growth",B2B + prosumer,San Francisco / Pleasanton,,United States,"HQ (US); remote-first, no Bengaluru HQ","149 Natoma Street, San Francisco, CA 94105 (US); registered in Belgium",106,2026,"1043.0 Mn INR (equity, DERIVED)",2025-06-12,Tender / Secondary,"$1Bn (tender offer valuation, Jun 12, 2025)",3.7,FY24,FY24 crore INR,,,,6201865 (Belgium registration; US entity: Fireflies AI Corp),,,Private,unchecked (not in linkcheck set),https://fireflies.ai,https://jobs.gem.com/fireflies,2026-09-14,HIGH,,"Seed said Bengaluru — WRONG. US company (SF/Pleasanton/Miami per sources); Indian-origin co-founder Krish Ramineni. Profitable since 2023; $1B valuation via June 2025 tender offer, not a primary round. | CONFLICT[total_funding]: Use ~$19M disclosed primary funding; tender 2025 is secondary liquidity, not pri | CONFLICT[founded_date]: Use 2016 (company + majority); note PitchBook 2014 outlier. | CONFLICT[hq_city]: US HQ certain; city varies by source/year (remote-first). Record both, prefer SF | GAPS: No audited financials (US private, no MCA filings); Seed-round amounts/dates not verified from primary source; India presence (if any) unverified — appears none beyond founder origin; FY25 revenue not disclosed; US CIN / incorporation detai | City corrected from discovery seed (Bengaluru) to San Francisco / Pleasanton per enrichment.",Startup
S0027,Hasura,Hasura Inc.,,https://hasura.io,,2017-06-22,Active,Unicorn (Series C),SaaS / API platform (GraphQL),,B2B SaaS / open-source GraphQL engine + Hasura Cloud,B2B developers/enterprises,Bengaluru,,India + US,HQ San Francisco; Bengaluru development office,,126,2026-03-01,"10570.2 Mn INR (equity, DERIVED)",2022-02-22,Series C,,,,,,,,U72900KA2017PTC104083,,,Private,unchecked (not in linkcheck set),https://hasura.io,https://hasura.io/careers,2026-09-14,HIGH,,Seed city Bengaluru partially correct — dual SF/Bengaluru. Founded-year conflict 2013 vs 2017 (see conflicts). Unicorn since Feb 2022 Series C. | CONFLICT[founded_date]: Use 2017 (company/Crunchbase/PitchBook majority); 2013 likely predecessor-entity | CONFLICT[total_funding]: Prefer company-disclosed $136.5M; Tracxn counts extra/duplicate rounds. | GAPS: No FY24/FY25 revenue or MCA financials verified; Layoffs unverified; Customer names unverified; Post-2022 funding (none found) — confirm; financials: no audited or press-quoted FY25/FY26 revenue/profit for Indian entity surfaced; incorporat | City corrected from discovery seed (Bengaluru) to Bengaluru (India ops) / San Francisco (HQ) per enrichment. | HQ/domicile detail: India ops) / San Francisco (HQ),Scale-up
S0028,Icertis,Icertis Inc.,,https://www.icertis.com,,2009-05-29,Active,"Unicorn, late-stage",SaaS / contract lifecycle management,,B2B SaaS (CLM),B2B enterprise,Pune,,US + India,HQ Bellevue WA; major Pune office,,2100,2025,"20135.0 Mn INR (equity, DERIVED)",2025-03-19,Series F/G (label conflicts),,,,,,,,U72900PN2009PTC134043,,,Private,unchecked (not in linkcheck set),https://www.icertis.com,https://www.icertis.com/company/careers/,2026-09-14,HIGH,,"Seed city Bengaluru WRONG — India ops in Pune, Maharashtra. Founded 2009. Unicorn since 2019. CEO transition: Samir Bodas → Anand Subbaraman (2025). | CONFLICT[total_funding]: Disclosed primary + debt counted differently; use range and note. | CONFLICT[latest round label]: Same $50M event; label differs by counter. Record as Series F/G $50M Mar 2025. | GAPS: Audited FY24/25 revenue/PAT unverified (ARR only, management-quoted); Feb 2026 rumored M&A (PitchBook) unverified; CEO transition date details unverified | City corrected from discovery seed (Bengaluru) to Pune (India ops) / Bellevue (HQ) per enrichment. | HQ/domicile detail: India ops) / Bellevue (HQ)",Mature private company
S0029,LeadSquared,MarketXpander Services Private Limited,,https://www.leadsquared.com,,2011-06-23,"Active, loss-making, narrowing losses",Unicorn (Series C),SaaS / CRM,,B2B vertical SaaS (sales execution + marketing automation),B2B enterprise/SMB,Bengaluru,Karnataka,India,HQ Bengaluru,"MarketXpander Services Pvt Ltd, Karnataka",911,2025-05-01,"15612.1 Mn INR (equity, DERIVED)",2022-11-03,Series C3,,326.2,FY25,FY25 crore INR,89.2,FY25 crore INR,,U74140KA2011PTC059300,,,Private,unchecked (not in linkcheck set),https://www.leadsquared.com,https://www.leadsquared.com/company/careers,2026-09-14,HIGH,SRC00563,"Seed correct: Bengaluru unicorn. CIN U74140KA2011PTC059300. | CONFLICT[series_c_valuation]: Prefer company-disclosed $1B; Tracxn model differs. | CONFLICT[total_funding]: Company-disclosed $188M for priced rounds; Tracxn higher incl. micro-seeds. Use | CONFLICT[employee_estimate]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[series_c_valuation]: Prefer company-disclosed $1B; Tracxn model differs. | CONFLICT[founder_count]: Forbes mentions Sukhbir Kalsi as 4th person in 2011 founding but NOT in Tracxn c | CONFLICT[employee_count]: Inc42 is more recent and sourced from filings. Use 1,063. | CONFLICT[fy23_revenue]: FY23 not directly confirmed; Forbes gives FY22 Rs 200Cr. FY23 estimated ~Rs 200- | GAPS: FY26 financials not yet available; ESOP/cap-table details (Tracxn paywalled) unverified; Customer names (Pearson, BYJU'S, Dunzo per PR) not independently verified; FY25/FY26 audited or press-quoted filing financials (no FY25 filing write-up",Mature private company
S0030,MoEngage,MoEngage Inc. / MoEngage India Pvt Ltd (UNVERIFIED exact legal),,https://moengage.com,2014,2014-10-30,active,"Late (Series F, pre-IPO)",SaaS / customer engagement,"['marketing tech', 'AI agents (Merlin AI)']",B2B SaaS subscription,B2B enterprise consumer brands,Bengaluru,Karnataka,India,dual HQ San Francisco + Bengaluru,,700,2025-12-01,"30040.5 Mn INR (equity, DERIVED)",2025-12-17,Series F (follow-on),,,,,,,,U72200KA2014FTC077020,,,Private,unchecked (not in linkcheck set),https://www.moengage.com,https://www.moengage.com/careers/,2026-09-14,MEDIUM,,"Seed city verified Bengaluru; dual HQ San Francisco + Bengaluru. Not a unicorn: Dec 2025 Series F follow-on valued 'well over $900M' (TechCrunch), ~$100M ARR target; EBITDA-positive expected that quarter. | CONFLICT[valuation]: Use TechCrunch 'well over $900M' as most defensible; aggregator figures UNVERIFI | CONFLICT[quarantined-claim]: Q-wave source hunt: contradicted | GAPS: Exact legal entity name/CIN/MCA financials not verified; Early rounds ($32.5M Jul 2021, $30M Dec 2021) amounts only from PR snippet, not separately sourced; FY25 audited revenue/PAT unknown; ARR figures are management-quoted",Scale-up
S0031,Moneyview,Moneyview Limited (ex-Whizdm Innovations Pvt Ltd; public company since Jun 2025),,https://moneyview.in,2014,,active,"Unicorn, IPO-bound (DRHP filed)",fintech / digital lending,"['credit cards', 'insurance', 'digital gold', 'UPI']",LSP + NBFC subsidiary (Whizdm Finance); fees/commissions + DLG-supported disbursals,"B2C (thin-file, tier-2/3 borrowers)",Bengaluru,Karnataka,India,,,718,2025-05-31,"7253.7 Mn INR (equity, DERIVED) + 977.0 Mn INR (debt)",2025-11-27,Debt (conventional),,2339.1,FY25,FY25 crore INR,240.3,FY25 crore INR,,,,,Private,unchecked (not in linkcheck set),https://moneyview.in,https://moneyview.in/careers,2026-09-14,MEDIUM,,Seed city/stage verified: Bengaluru unicorn since Sep 2024. DRHP filed Mar 2026 (Rs 1500cr fresh + 13.6cr share OFS); SEBI approval reported Jul 2026. | CONFLICT[FY25 profit]: Use Rs 240.3cr operating-basis (Inc42) as primary; 9M figures differ by exceptio | CONFLICT[quarantined-claim]: Q-wave source hunt: contradicted | GAPS: CIN/MCA audited filing not directly fetched; FY figures via Inc42/DRHP reporting; Full round-by-round history (Series A-D amounts) not fully reconstructed; Pre-IPO placement Rs 300cr possibility unresolved,Startup
S0032,Mu Sigma,Mu Sigma Inc. / Mu Sigma Business Solutions Pvt Ltd (UNVERIFIED split),,https://www.mu-sigma.com,2004,2005-05-13,active,Mature unicorn (private),analytics / decision sciences / AI,"['consulting', 'big data']",B2B enterprise services (decision sciences + analytics),B2B enterprise (140+ Fortune 500 claimed),Bengaluru,Karnataka,India,HQ Northbrook/Chicago US; founding + delivery Bengaluru,"Aviator Building Level 14, Ascend as ITPL - SEZ Zone, Whitefield, Bangalore, Karnataka, India, 560066",1936,2025,"29494.2 Mn INR (equity, DERIVED)",2024-05-06,Unattributed,,750,FY25,FY25 crore INR,,,,U74140KA2005PTC036309,,,private,live @2026-09-14,https://www.mu-sigma.com,https://mu-sigma.com/careers,2026-09-14,HIGH,SRC00602,"Seed verified: Bengaluru-deep analytics pioneer, unicorn since Feb 2013 ($1B+ on Mastercard $45M round). Founded 2004 by Dhiraj Rajaram (ex-Booz Allen/PwC); HQ now US. No 2025 mega-deal; latest small $2.01M unattributed round May 2024. | CONFLICT[HQ]: US HQ moved Chicago metro (Northbrook); founding city Bengaluru retained as ops/ | CONFLICT[legal_name]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[employee_estimate]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[employee_estimate_date]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[hq_type]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[co-founder_identity]: Both claims preserved; Ambiga Subramanian has stronger evidence (Wikipedia, Inc4 | CONFLICT[hq_location]: LinkedIn (2026) shows Austin TX as HQ; Wikipedia (2026 edit) shows Chicago. HQ l | CONFLICT[employee_count]: LinkedIn shows 3,684 employees; company size 1,001-5,000. DB value 1,936 may be | GAPS: FY23-FY25 audited revenue/PAT not verified; aggregator estimates conflict; Co-founder identity conflict: Ambiga Subramanian vs Priyanka Ashok (Tracxn) — needs MCA/directors data; CIN, DPIIT status, current headcount unverified; Legal case o",Mature private company
