task_id,startup_id,company,research_area,priority,assigned,started,completed,result,next_action,status,log_events
RT0145,S0024,CoinSwitch Kuber,funding,P3,subagent,2026-09-14,2026-09-14,"Series C $260M Oct 6 2021 at $1.9B valuation, led by a16z + Coinbase Ventures (TOI, Moneycontrol, Entrackr agree)",,completed,3
RT0146,S0024,CoinSwitch Kuber,identity,P3,subagent,2026-09-14,2026-09-14,3 founders updated,,completed,75
RT0147,S0024,CoinSwitch Kuber,investors,P3,subagent,2026-09-14,2026-09-14,"Series A/B/C, $1.9B, founders, investors",,completed,1
RT0148,S0024,CoinSwitch Kuber,legal,P3,subagent,2026-09-14,2026-09-14,"FY23/FY25 financials, ED probe, Lemonn, WazirX suit",,completed,1
RT0149,S0024,CoinSwitch Kuber,people,P3,subagent,2026-09-14,2026-09-14,"Series C $260M Oct 6 2021 at $1.9B valuation, led by a16z + Coinbase Ventures (TOI, Moneycontrol, Entrackr agree)",,logged-no-result,1
RT0150,S0025,Cult.fit (CureFit),events,P1,subagent,2026-09-14,2026-09-14,"Valuation Rs 12,600 Cr (~$1.5B) as of Mar 17, 2026 Series G led by Temasek. DRHP filed Jul 6, 2026 for Rs 950 Cr fresh issue + OFS up to 17.86 Cr shares; total ",,needs-verification,2
RT0151,S0025,Cult.fit (CureFit),financials,P1,subagent,2026-09-14,2026-09-14,"CIN U74999TN2016PTC176669 (current, Chennai/RoC), incorporated 24-05-2016. Also CIN U74999KA2016PTC093524 (earlier RoC Bangalore) and U74999KA2016PTC095553 (Cul",,needs-verification,2
RT0152,S0025,Cult.fit (CureFit),founders,P1,subagent,2026-09-14,2026-09-14,3 founders updated,,needs-verification,73
RT0153,S0025,Cult.fit (CureFit),funding,P1,subagent,2026-09-14,2026-09-14,"Valuation Rs 12,600 Cr (~$1.5B) as of Mar 17, 2026 Series G led by Temasek. DRHP filed Jul 6, 2026 for Rs 950 Cr fresh issue + OFS up to 17.86 Cr shares; total ",,needs-verification,2
RT0154,S0025,Cult.fit (CureFit),identity,P1,subagent,2026-09-14,2026-09-14,3 founders updated,,needs-verification,73
RT0155,S0026,Fireflies AI,financials,P3,subagent,2026-09-14,2026-09-14,lawsuits; revenue estimate $10.9M; HQ conflict,,needs-verification,1
RT0156,S0026,Fireflies AI,founders,P3,subagent,2026-09-14,2026-09-14,2 founders updated,,needs-verification,73
RT0157,S0026,Fireflies AI,funding,P3,subagent,2026-09-14,2026-09-14,"Reached $1Bn valuation Jun 12, 2025 via first tender offer. Total primary funding $19M (Seed 2019, Series A May 2021). Profitable since 2023. Secondary transact",,needs-verification,2
RT0158,S0026,Fireflies AI,identity,P3,subagent,2026-09-14,2026-09-14,2 founders updated,,needs-verification,75
RT0159,S0026,Fireflies AI,legal,P3,subagent,2026-09-14,2026-09-14,lawsuits; revenue estimate $10.9M; HQ conflict,,needs-verification,1
RT0160,S0027,Hasura,financials,P2,subagent,2026-09-14,2026-09-14,founders education; COO hire; employee counts,,logged-no-result,1
RT0161,S0027,Hasura,founders,P2,subagent,2026-09-14,2026-09-14,2 founders updated,,needs-verification,77
RT0162,S0027,Hasura,funding,P2,subagent,2026-09-14,2026-09-14,Series C $100M/$1B; founders; investors; HQ dual,,needs-verification,1
RT0163,S0027,Hasura,identity,P2,subagent,2026-09-14,2026-09-14,2 founders updated,,needs-verification,79
RT0164,S0028,Icertis,events,P2,subagent,2026-09-14,2026-09-14,ARR ~$350M; founders; CEO; acquisition terms undisclosed,,needs-verification,1
RT0165,S0028,Icertis,financials,P2,subagent,2026-09-14,2026-09-14,ARR ~$350M; founders; CEO; acquisition terms undisclosed,,needs-verification,1
RT0166,S0028,Icertis,founders,P2,subagent,2026-09-14,2026-09-14,2 founders updated,,needs-verification,77
RT0167,S0028,Icertis,funding,P2,subagent,2026-09-14,2026-09-14,$497M/12 rounds; $50M Mar 2025; $5B val; Dioptra deal,,needs-verification,1
RT0168,S0028,Icertis,identity,P2,subagent,2026-09-14,2026-09-14,2 founders updated,,needs-verification,77
RT0169,S0028,Icertis,traction,P2,subagent,2026-09-14,2026-09-14,ARR ~$350M; founders; CEO; acquisition terms undisclosed,,needs-verification,1
RT0170,S0029,LeadSquared,customers,P3,subagent,2026-09-15,2026-09-15,"2000+ customers (2022), 1800+ clients (FY25). Named: BYJU's, Dunzo, Aditya Birla Capital, NIIT, Manipal, Amity, Olx, Kotak, Cars24, Zoomcar, Pepper India, Pract",,needs-verification,34
RT0171,S0029,LeadSquared,events,P3,subagent,2026-09-15,2026-09-15,"Sudhakar Gorti left 2023, founded Astuto. No acquisitions found. US operations started early 2020. Series C2/C3 follow-on rounds in 2022.",,needs-verification,34
RT0172,S0029,LeadSquared,financials,P3,subagent,2026-09-14,2026-09-15,"FY24: Revenue Rs 279.2Cr, Loss Rs 162.2Cr. FY25: Revenue Rs 326.2Cr, Total Income Rs 366.3Cr, Loss Rs 89.2Cr, Expenses Rs 454.6Cr. FY23: ~Rs 200Cr (Forbes FY22 ",,needs-verification,35
RT0173,S0029,LeadSquared,founders,P3,subagent,2026-09-14,2026-09-15,"3 confirmed founders: Nilesh Patel, Prashant Singh, Sudhakar Gorti. Forbes mentions 4th person Sukhbir Kalsi but not in cap table. No Siddharth Gupta, Dhruv Rag",,needs-verification,111
RT0174,S0029,LeadSquared,funding,P3,subagent,2026-09-14,2026-09-15,"Tracxn cap table confirms: Seed (Apr 2013), Series A (May 2019), Series B (Dec 2020), Series B2 (Jan 2021), Series B3 (Aug 2021), Series C (Jun 2022), Series C2",,needs-verification,36
RT0175,S0029,LeadSquared,identity,P3,subagent,2026-09-14,2026-09-15,No legal disputes found in any source. No litigation records identified.,,needs-verification,148
RT0176,S0029,LeadSquared,investors,P3,subagent,2026-09-14,2026-09-15,No legal disputes found in any source. No litigation records identified.,,needs-verification,277
RT0177,S0029,LeadSquared,legal,P3,subagent,2026-09-15,2026-09-15,No legal disputes found in any source. No litigation records identified.,,needs-verification,34
RT0178,S0029,LeadSquared,locations,P3,subagent,2026-09-15,2026-09-15,"HQ Bengaluru (Embassy Tech Square). Offices: US (Palo Alto), Philippines, South Africa, Australia, Indonesia. Employees: 1,063 (Inc42 latest), 1,300 (GetLatka D",,needs-verification,34
RT0179,S0029,LeadSquared,products,P3,subagent,2026-09-15,2026-09-15,"CRM, Marketing Automation, Field Force Management, Sales Performance Analytics, No-Code Workflow Builder, Application Processing Digitization Suite. No AI-speci",,needs-verification,34
RT0180,S0029,LeadSquared,traction,P3,subagent,2026-09-15,2026-09-15,"2000+ customers (2022), 1800+ clients (FY25). Named: BYJU's, Dunzo, Aditya Birla Capital, NIIT, Manipal, Amity, Olx, Kotak, Cars24, Zoomcar, Pepper India, Pract",,needs-verification,34
RT0181,S0030,MoEngage,financials,P2,subagent,2026-09-14,2026-09-14,Series F $100M Nov 2025 + $180M Dec 2025; Series E $77M 2022; founders; HQ; traction,,needs-verification,1
RT0182,S0030,MoEngage,founders,P2,subagent,2026-09-14,2026-09-14,2 founders updated,,needs-verification,77
RT0183,S0030,MoEngage,funding,P2,subagent,2026-09-14,2026-09-14,TC Dec-2025 well over $900M; ET Nov-2025 $700M; aggregator $1.3B+ contradicted,,needs-verification,2
RT0184,S0030,MoEngage,identity,P2,subagent,2026-09-14,2026-09-14,2 founders updated,,needs-verification,78
RT0185,S0031,Moneyview,financials,P3,subagent,2026-09-14,2026-09-14,Series E $75M 2022; Jify unicorn Sep 2024; FY25 rev 2339cr/PAT 240cr; DRHP Mar 2026 Rs 1500cr + 13.6cr OFS,,needs-verification,1
RT0186,S0031,Moneyview,founders,P3,subagent,2026-09-14,2026-09-14,1 founders updated,,needs-verification,77
RT0187,S0031,Moneyview,funding,P3,subagent,2026-09-14,2026-09-14,Series E $75M 2022; Jify unicorn Sep 2024; FY25 rev 2339cr/PAT 240cr; DRHP Mar 2026 Rs 1500cr + 13.6cr OFS,,needs-verification,1
RT0188,S0031,Moneyview,identity,P3,subagent,2026-09-14,2026-09-14,1 founders updated,,needs-verification,77
RT0189,S0032,Mu Sigma,customers,P3,hyperresearch,2026-09-15,2026-09-15,"Products: Akashic Architecture, EoC, muTalos, muAoPS, CSaaS; 140+ Fortune 500 clients; 12 industries",,needs-verification,13
RT0190,S0032,Mu Sigma,financials,P3,subagent,2026-09-14,2026-09-15,"Tofler: revenue Rs 500-750 cr FY25; EBITDA -5.33%; net profit -33.6%; networth +0.2%; total assets Rs 1,341.7 cr",,needs-verification,14
RT0191,S0032,Mu Sigma,founders,P3,subagent,2026-09-14,2026-09-15,"Dhiraj Rajaram confirmed as Founder & CEO; directors: Dhiraj Rajaram Chidambaram, Trichur Narayanaswamy Kumar, Alokesh Das",,needs-verification,14
RT0192,S0032,Mu Sigma,funding,P3,subagent,2026-09-14,2026-09-14,Founded 2004 Rajaram; rounds 2008-2013; unicorn 2013; Ryan suit 2016; CEO change 2016; mu-sigma.com current positioning,,needs-verification,1
RT0193,S0032,Mu Sigma,identity,P3,subagent,2026-09-14,2026-09-15,Total raised $210.01M; 8 rounds; latest $2.01M May 2024; valuation $1-1.5B Feb 2013; acquired Webfluenz 2014,,needs-verification,56
RT0194,S0032,Mu Sigma,investors,P3,hyperresearch,2026-09-15,2026-09-15,"Dhiraj Rajaram confirmed as Founder & CEO; directors: Dhiraj Rajaram Chidambaram, Trichur Narayanaswamy Kumar, Alokesh Das",,needs-verification,13
RT0195,S0032,Mu Sigma,products,P3,hyperresearch,2026-09-15,2026-09-15,"Products: Akashic Architecture, EoC, muTalos, muAoPS, CSaaS; 140+ Fortune 500 clients; 12 industries",,needs-verification,13
RT0196,S0033,Netradyne,founders,P3,subagent,2026-09-14,2026-09-14,Series D $90M Jan 2025 $1.34B; Series C $150M 2021; founders ex-Qualcomm; customers; expansion/profit guidance,,completed,1
RT0197,S0033,Netradyne,funding,P3,subagent,2026-09-14,2026-09-14,Series D $90M Jan 2025 at $1.34B valuation (Inc42); CNBC TV18 confirms $1.34B,,completed,2
RT0198,S0033,Netradyne,identity,P3,subagent,2026-09-14,2026-09-14,"CIN U72200KA2015FTC083845; incorporated 04 Nov 2015 (ZaubaCorp, Tofler, Tracxn agree)",,completed,1
RT0199,S0034,Postman,events,P3,hyperresearch,2026-09-15,2026-09-15,"No MUAPI acquisition found. Tracxn lists 4 acquisitions: Orbit (Apr 2024), LibLab (Nov 2025), Fern (Jan 2026).",,needs-verification,18
RT0200,S0034,Postman,financials,P3,subagent,2026-09-14,2026-09-14,"Rounds, valuation, founders, HQ, secondary discount, FY24 India revenue",,needs-verification,1
RT0201,S0034,Postman,founders,P3,subagent,2026-09-14,2026-09-15,"Three founders confirmed from Postman official site: Abhinav Asthana (CEO), Ankit Sobti (CTO), Abhijit Kane. No Saurin Shah.",,needs-verification,19
RT0202,S0034,Postman,funding,P3,subagent,2026-09-14,2026-09-15,"6 rounds: Seed $977K (Oct 2014), Series A $7M (Oct 2016), Series B $50M @ $110M (Jun 2019), Series C $150M @ $2B (Jun 2020), Series D $225M @ $5.6B (Aug 2021). ",,needs-verification,19
RT0203,S0034,Postman,identity,P3,subagent,2026-09-14,2026-09-15,"Employee count dropped from ~3,547 (Inc42) to 273 (Tracxn Aug 2025). No specific layoff article found; likely restructuring.",,needs-verification,37
RT0204,S0034,Postman,investors,P3,hyperresearch,2026-09-15,2026-09-15,"Bangalore office confirmed at Building 310, 6th Main Road Indiranagar. No specific India country head/leadership found.",,needs-verification,18
RT0205,S0034,Postman,locations,P3,hyperresearch,2026-09-15,2026-09-15,"Bangalore office confirmed at Building 310, 6th Main Road Indiranagar. No specific India country head/leadership found.",,needs-verification,18
RT0206,S0034,Postman,products,P3,hyperresearch,2026-09-15,2026-09-15,"Products are now features within unified platform: API Client, API Design (incl. Mock Servers), API Documentation, API Collaboration (incl. Flows), API Distribu",,needs-verification,18
RT0207,S0035,Zeta,customers,P3,subagent,2026-09-15,2026-09-15,"HDFC Bank, Kotak Mahindra, Axis Bank, IndusInd, Yes Bank, RBL Bank, SBM Bank India, Sodexo/Pluxee, Sparrow Financial, IDFC First Bank.",,needs-verification,57
RT0208,S0035,Zeta,financials,P3,subagent,2026-09-14,2026-09-15,FY22: Rs 615 Cr rev / -21 Cr loss; FY23: Rs 816 Cr rev / 22 Cr profit; FY24: Rs 893 Cr rev / 120 Cr profit. FY25 not publicly available.,,needs-verification,58
RT0209,S0035,Zeta,founders,P3,subagent,2026-09-14,2026-09-15,"CEO is Bhavin Turakhia (not Soni). Execs: Ramki Gaddipati (CTO), Karla Booe (CCO), Sivaram Kowta (President India), Shashank Mehrotra (CMO), Gary Singh (Preside",,needs-verification,58
RT0210,S0035,Zeta,funding,P3,subagent,2026-09-14,2026-09-15,"4 rounds: Series C 2019 Sodexo ($300M val), Series C 2021 SoftBank $250M ($1.45Bn), Series C 2022 Mastercard $30M, Series D 2025 Optum $50M ($2Bn).",,needs-verification,59
RT0211,S0035,Zeta,identity,P3,subagent,2026-09-14,2026-09-14,No authoritative India-entity CIN: ZaubaCorp has Zeta Technologies U52334MH2003PTC143267 and Better World Digital Solutions U74999MH2016PTC287443; Preqin says B,,needs-verification,2
RT0212,S0035,Zeta,legal,P3,subagent,2026-09-15,2026-09-15,No specific RBI notice against Zeta. RBI context: HDFC Bank embargo lifted; Zeta operates under RBI PPI guidelines.,,needs-verification,57
RT0213,S0035,Zeta,people,P3,subagent,2026-09-15,2026-09-15,"CEO is Bhavin Turakhia (not Soni). Execs: Ramki Gaddipati (CTO), Karla Booe (CCO), Sivaram Kowta (President India), Shashank Mehrotra (CMO), Gary Singh (Preside",,needs-verification,57
RT0214,S0035,Zeta,products,P3,subagent,2026-09-15,2026-09-15,"None of these product names found in any search results. Verified products: Tachyon, DCaaS, Fusion, Cipher, Optima, Spotlight, Express, Neutrino, Elena, Saturn,",,needs-verification,57
RT0215,S0035,Zeta,traction,P3,subagent,2026-09-15,2026-09-15,"25M+ cards issued globally; 2M transactions/day; 10+ banks, 25+ fintechs; PayZapp 12M+ cardholders; $100M ARR target FY26.",,needs-verification,57
RT0216,S0036,Flipkart,financials,P3,subagent,2026-09-14,2026-09-14,"CIN U51109KA2012PTC066107, inc 01 Oct 2012 via ZaubaCorp + Tofler + ET; FY25 filing probe returned nothing usable",,needs-verification,1
RT0217,S0036,Flipkart,founders,P3,subagent,2026-09-14,2026-09-14,$38Bn Jul-2026 ESOP valuation; Walmart 2018 deal; both founder exits,,needs-verification,1
RT0218,S0036,Flipkart,funding,P3,subagent,2026-09-14,2026-09-14,$38Bn Jul-2026 ESOP valuation; Walmart 2018 deal; both founder exits,,needs-verification,1
RT0219,S0036,Flipkart,identity,P3,subagent,2026-09-14,2026-09-14,"CIN U51109KA2012PTC066107, inc 01 Oct 2012 via ZaubaCorp + Tofler + ET; FY25 filing probe returned nothing usable",,needs-verification,1
RT0220,S0037,Porter,customers,P2,P3-WAVE,2026-09-15,2026-09-15,"Comprehensive data: full funding history (14 rounds), founders (3), leadership changes, FY23-FY25 financials, product tiers, traction metrics, CCI approval, lay",,needs-verification,56
RT0221,S0037,Porter,financials,P2,subagent,2026-09-14,2026-09-14,People Matters 58% surge + layoffs; YourStory/TheArc corroborate FY25 profit turn,,needs-verification,2
RT0222,S0037,Porter,funding,P2,subagent,2026-09-14,2026-09-15,"No evidence of Inflexor, Sofina, or NVIDIA as Porter investors. Investors are Kedaara, Wellington, Vitruvian, Tiger Global, Peak XV, Lightrock, Mahindra, Kae Ca",,needs-verification,113
RT0223,S0037,Porter,identity,P2,subagent,2026-09-14,2026-09-15,No legal disputes found in search results,,needs-verification,113
RT0224,S0037,Porter,investors,P2,P3-WAVE,2026-09-15,2026-09-15,"No evidence of Inflexor, Sofina, or NVIDIA as Porter investors. Investors are Kedaara, Wellington, Vitruvian, Tiger Global, Peak XV, Lightrock, Mahindra, Kae Ca",,needs-verification,56
RT0225,S0037,Porter,legal,P2,P3-WAVE,2026-09-15,2026-09-15,No legal disputes found in search results,,needs-verification,112
RT0226,S0037,Porter,products,P2,P3-WAVE,2026-09-15,2026-09-15,"Comprehensive data: full funding history (14 rounds), founders (3), leadership changes, FY23-FY25 financials, product tiers, traction metrics, CCI approval, lay",,needs-verification,56
RT0227,S0037,Porter,traction,P2,P3-WAVE,2026-09-15,2026-09-15,"Comprehensive data: full funding history (14 rounds), founders (3), leadership changes, FY23-FY25 financials, product tiers, traction metrics, CCI approval, lay",,needs-verification,56
RT0228,S0038,Unacademy,events,P2,subagent,2026-09-14,2026-09-14,"ET May-2026 Rs 2,055cr upGrad deal; IndiaToday Sep-2026 page not in own results",,needs-verification,2
RT0229,S0038,Unacademy,financials,P2,subagent,2026-09-14,2026-09-15,"Tofler: Total Revenue Rs 455.1 Cr, Net Profit Rs -49.5 Cr, EBITDA Rs -127.9 Cr (FY25); Entrackr: Rs ",,needs-verification,48
RT0230,S0038,Unacademy,funding,P2,subagent,2026-09-14,2026-09-15,Peak $3.44Bn (2021) to $206M acquisition (2026) = ~94% decline; no formal write-down event found,,needs-verification,94
RT0231,S0038,Unacademy,identity,P2,subagent,2026-09-14,2026-09-15,"Airlearn: 70K DAU, 300K MAU, 17.5K paid subs (Apr 2025); 10M+ total users across 150+ countries",,needs-verification,94
RT0232,S0038,Unacademy,products,P2,subagent,2026-09-15,2026-09-15,"Airlearn, Graphy, PrepLadder, Relevel (shut), Unacademy Centres (franchise transition); no Universe+",,needs-verification,46
RT0233,S0038,Unacademy,traction,P2,subagent,2026-09-14,2026-09-14,FY25 Rs 826 Cr income (Entrackr Sep 2025); FY24 Rs 988.4 Cr revenue (Entrackr Sep 2024),,needs-verification,1
RT0234,S0039,Vedantu,financials,P3,subagent,2026-09-14,2026-09-14,"CIN U72900KA2011PTC060958, incorporated 29-10-2011, registered office HSR Layout Bangalore",,completed,2
RT0235,S0039,Vedantu,founders,P3,subagent,2026-09-14,2026-09-14,Series D/E $100M each; $11M Sep-2025; FY25 Rs 227 Cr; 3 founders,,completed,1
RT0236,S0039,Vedantu,funding,P3,subagent,2026-09-14,2026-09-14,Series F $11M convertible note Sep 26 2025 led by ABC World Asia with Accel and Omidyar. Post-money valuation $868M per Tracxn. Unicorn status from Sep 2021 Ser,,completed,2
RT0237,S0039,Vedantu,identity,P3,subagent,2026-09-14,2026-09-14,"CIN U72900KA2011PTC060958, incorporated 29-10-2011, registered office HSR Layout Bangalore",,completed,1
RT0238,S0040,Zetwerk,events,P3,subagent,2026-09-14,2026-09-15,Unimacts Dec 2022 ($39M); Pinaka/Wardha/Sharp Tanks Jun 2022 (Rs 100 Cr); 26 owned facilities across 6 countries,,needs-verification,37
RT0239,S0040,Zetwerk,financials,P3,subagent,2026-09-15,2026-09-15,"FY25 rev Rs 11,332 Cr loss Rs 371 Cr; FY26 rev Rs 15,913 Cr loss Rs 1,606 Cr (one-offs); adj PBT positive",,needs-verification,18
RT0240,S0040,Zetwerk,founders,P3,subagent,2026-09-14,2026-09-15,"5 co-founders confirmed: Acharya, Ramakkrushnan, Chaudhary, Sharma, Fatehpuria",,needs-verification,19
RT0241,S0040,Zetwerk,funding,P3,subagent,2026-09-14,2026-09-15,"Series E $150M Aug 2021 ($1.33B), Series F $210M Dec 2021 ($2.7B), Dec 2024 $100M ($3B), Pre-IPO Rs 500 Cr Mar 2026",,needs-verification,19
RT0242,S0040,Zetwerk,identity,P3,subagent,2026-09-14,2026-09-15,No evidence of CPPIB investment found in any source,,needs-verification,38
RT0243,S0040,Zetwerk,investors,P3,subagent,2026-09-15,2026-09-15,Pulkit Bhandari CFO Jul 2023; Rahul Sharma transitioned to non-executive 2026,,needs-verification,18
