event_id,startup_id,event_date,announced_date,type,headline,description,source_id,confidence
EVT00144,S0019,2024-04,,funding,$216M down round (Apr 2024),"Raised $216M at ~$710M post-money valuation; from Manipal Group's Ranjan Pai, Prosus, and other investors.",SRC00369,HIGH
EVT00145,S0019,2025-01-22,,leadership,Three co-founders step down; Siddharth Shah continues to lead,"Dharmil Sheth, Dhaval Shah, Hardik Dedhia stepped back from day-to-day operations to launch All Home.",SRC00369,HIGH
EVT00146,S0019,2025-08-27,,leadership,Siddharth Shah steps down as CEO; Rahul Guha takes over,"Shah becomes Vice Chairman; Rahul Guha (MD & CEO of Thyrocare) appointed MD & CEO of API Holdings effective Aug 27, 2025.",SRC00379,HIGH
EVT00147,S0019,2025-09,,debt,"INR 1,700 Cr NCD raise pledging 61% Thyrocare stake","Proceeds to refinance earlier NCDs; outstanding redemption INR 1,820 Cr total.",SRC00370,HIGH
EVT00148,S0019,2024-06-14,,partnership,SBI Health Assist e-pharmacy service discontinued,PharmEasy withdrew from SBI retiree e-pharmacy service; migrated to Medibuddy/Tata 1MG/Urlife.,SRC00397,HIGH
EVT00149,S0019,2025-11-21,,regulatory,CCPA fines PharmEasy Rs 2 lakh for dark pattern,"CCPA imposed penalty for 'basket sneaking' auto-add subscription practice affecting ~24,000 consumers.",SRC00384,HIGH
EVT00150,S0019,2026-05,,financial,API Holdings turns EBITDA-positive in FY26,"Group EBITDA +Rs 62.5 Cr in FY26 (first positive); revenue Rs 6,869 Cr; debt reduced from Rs 1,800 Cr to Rs 1,050 Cr.",SRC00385,MEDIUM
EVT00151,S0020,December 2024,2024-12-12,funding,Snapmint bags $18M debt+equity,$18M mix of debt + equity led by Prudent Investment Managers (Prashasta Seth) to launch new BNPL products.,SRC00409,
EVT00152,S0020,October 2025,2025-10-31,funding,Snapmint raises $125M Series B led by General Atlantic,$125M Series B led by General Atlantic ($115M primary + secondary providing early-angel exits); proceeds for EMI-on-UPI expansion + merchant network.,SRC00407,
EVT00153,S0021,September 2019,2019-09-24,funding,Upstox raises $25M Series B from Tiger Global,$25M Series B from Tiger Global; profitable 2+ years; 12x client growth in 3 yrs; $120B monthly turnover.,SRC00428,
EVT00154,S0021,November 2021,2021-11-25,funding,Upstox turns unicorn on Tiger Global funding,$24.7-25M Tiger Global tranche as part of larger round; valuation ~$3-3.5B; unicorn status; 7M+ customers.,SRC00429,
EVT00155,S0021,October 2024,2024-10-03,buyback,Upstox buyback delivers 10x to Ratan Tata,"Buyback of 5% of Ratan Tata's 2016 holding at 10x; Tata retains 95%; 23,000% total return on $3.5B valuation basis.",SRC00430,
EVT00156,S0021,February 2026,2026-02-09,strategy,Upstox looks beyond broking (NBFC/AMC push),"Seeking NBFC + AMC licenses; FY25 growth flat; profits expected to double in FY26/FY27; ARPU +40%, 90% HVT retention; insurance entry May 2024.",SRC00431,
EVT00157,S0021,2021-11,,funding,Upstox raises ~$220M from Tiger Global and Kalaari Capital,Total funding of ~$220M; valued at $3.5B in 2021,SRC00431,HIGH
EVT00158,S0021,2024-10,,buyback,Upstox buyback of 5% Ratan Tata holding at 10x return,"Ratan Tata's 2016 investment (1.33% stake) yielded 10x on 5% buyback; 23,000% total return at $3.5B valuation",SRC00430,HIGH
EVT00159,S0021,2026-02,,strategy,Upstox applies for NBFC and AMC licenses,"Diversifying beyond broking into lending, asset management, insurance",SRC00431,HIGH
EVT00160,S0021,2024-05,,launch,Upstox enters insurance distribution,Entered insurance distribution business,SRC00430,HIGH
EVT00161,S0021,2024-ongoing,,regulatory,SEBI derivatives clampdown impacts broking industry,SEBI tightens F&O norms; STT increase in Budget 2026-27,SRC00431,HIGH
EVT00162,S0022,2025-02-17,2025-02-17,funding,$75M Series G tranche,"Led by M&G, Lightspeed; flat valuation",SRC00443,HIGH
EVT00163,S0022,2025-06-02,2025-06-02,funding,Series G close $114M,$114M at ~$1.8B; IPO planned 2026,SRC00454,HIGH
EVT00164,S0022,2025-07-18,2025-07-18,acquisition,Acquired ShopKirana,All-stock acquisition of InfoEdge-backed ShopKirana,SRC00446,MEDIUM
EVT00165,S0022,2026-07-14,2026-07-14,funding,$160M structured financing announced,Fresh equity + new debt + bond-to-equity conversion; $45M private credit participation; balance-sheet cleanup pre-IPO,SRC00447,HIGH
EVT00166,S0023,2025-07-30,2025-07-30,partnership,MS Dhoni joins Acko as investor and brand ambassador,MS Dhoni joins as investor and brand ambassador (per acko.com news cards).,SRC00468,MEDIUM
EVT00167,S0023,2026-04-27,2026-04-27,ipo_plan,"Reuters: Acko eyes $2-2.5B valuation IPO, early-2027 listing (sources)","Reuters reported Acko targeting $2-2.5B valuation, $300-500M raise, listing early 2027, bankers Morgan Stanley/ICICI Sec/Kotak; confidential DRHP filing expected within 2-3 months. Company did not comment; plan unconfirmed.",SRC00461,MEDIUM
EVT00168,S0023,2026-06,2026-06,news,IPO-bound rejig; Mint reports $300M IPO by Sept at $2B valuation (unverified snippets),"Tracxn news index references Inc42 (Jun 2026) top-brass rejig and Mint (Jun 2026) $300M IPO-by-September story; snippets only, not verified.",SRC00469,LOW
EVT00169,S0024,2021-10-06,2021-10-06,funding,$260M Series C led by a16z + Coinbase Ventures,a16z first India investment; unicorn at $1.9B,SRC00472,HIGH
EVT00170,S0024,2022-08-25,2022-08-27,regulatory,ED search / FEMA-linked probe,"ED searched Bengaluru offices re business model, onboarding, KYC, forex compliance; CEO cooperating",SRC00474,HIGH
EVT00171,S0024,2024-03-15,2024-03-15,strategy,Diversification into wealthtech announced,Response to 80%+ revenue slump; stocks/MF/IPOs via Lemonn under PeepalCo,SRC00476,HIGH
EVT00172,S0024,2026-03-01,2026-03-01,product_launch,DigiVault custody launch,HNI/institutional custody offering,SRC00485,MEDIUM
EVT00173,S0025,2021-06-07,2021-06-07,funding,$75M from Tata Digital,Mukesh Bansal joined Tata Digital as President,SRC00492,HIGH
EVT00174,S0025,2021-11-10,2021-12-03,funding,$145-180M Series F led by Zomato,$100M from Zomato; $1.56B valuation,SRC00491,HIGH
EVT00175,S0025,2026-03-17,2026-01-01,funding,Series G $47.6M from Temasek,$47.6-50M at ~$1.6B pre-IPO,SRC00507,MEDIUM
EVT00176,S0025,2026-07-07,2026-07-07,ipo_filing,DRHP filed with SEBI,Rs 950cr fresh + 17.86cr shares OFS; BRLMs Axis/GS/Jefferies/JM/Morgan Stanley; list BSE/NSE,SRC00490,HIGH
EVT00177,S0025,2026-08-08,2026-08-08,legal,FIR against co-founder Rishabh Telang (forgery allegation),"Ex-co-founder Deepak Poduval alleges forged docs, 50% stake removal in Cult Fitness Pvt Ltd; company denies",SRC00511,MEDIUM
EVT00178,S0026,2025-06-12,2025-06-12,valuation_milestone,Fireflies reaches $1B valuation via first tender offer; partners with Perplexity,"First tender offer gives early-employee liquidity; valuation crosses $1B. Company says profitable since 2023, triple-digit YoY growth, no primary capital since 2021.",SRC00514,HIGH
EVT00179,S0026,2025-06-12,,product_launch,Launches Talk to Fireflies with Perplexity,Voice-activated 'Talk to Fireflies' with Perplexity real-time web search across Zoom/Meet/Teams.,SRC00515,MEDIUM
EVT00180,S0027,2022-02-22,2022-02-22,funding,Hasura raises $100M Series C at $1B valuation,$100M round led by Greenoaks; total $136.5M; 10th Indian unicorn of 2022.,SRC00531,HIGH
EVT00181,S0027,2024-09,,leadership,New COO appointment,Suku Krishnaraj named COO/President GTM (per Tracxn news feed).,SRC00541,MEDIUM
EVT00182,S0028,2025-03-18,2025-03-19,funding,$50M fresh funding (SEC filing),SEC filing: $50M from 5 undisclosed investors; follows 2022 SVB debt facilities.,SRC00547,HIGH
EVT00183,S0028,2025-11-19,2025-11-19,acquisition,Acquires Dioptra,YC-grad Dioptra team (5 incl. founders) joins Icertis product/engineering.,SRC00548,HIGH
EVT00184,S0029,2022-06-21,2022-06-21,funding,$153M Series C at $1B — enters unicorn club,Led by WestBridge; Gaja participated; all-time raise $188M; 103rd Indian unicorn; Barclays placement agent.,SRC00558,HIGH
EVT00185,S0029,2020-12-14,,funding,Series B $32.6M led by Gaja Capital,"Series B round with Stakeboat, Jyoti Bansal, JI Company participation",SRC00576,HIGH
EVT00186,S0029,2021-08-05,,funding,Series B extension $12.5M,"IFC, Gaja Capital, Stakeboat participation",SRC00576,MEDIUM
EVT00187,S0029,2022-07-04,,funding,Series C2 and C3 follow-on rounds,Additional follow-on funding rounds in July and November 2022,SRC00572,MEDIUM
EVT00188,S0029,2021-2022,,product_launch,Sales Performance Analytics and digitization tools released,Company released sales performance analytics and suite of tools to digitize application processing,SRC00570,MEDIUM
EVT00189,S0029,2020-01-01,,expansion,US operations started,Company started US operations in early 2020; CEO Nilesh Patel relocated to Palo Alto,SRC00569,HIGH
EVT00190,S0029,2023-01-01,,founder_change,Sudhakar Gorti departed,Co-founder Sudhakar Gorti left in 2023 and founded Astuto,SRC00577,MEDIUM
EVT00191,S0030,2025-11-05,2025-11-05,funding,MoEngage raises $100M Series F tranche,"$100M from Goldman Sachs Alternatives (existing) + A91 Partners (new); Merlin AI expansion, North America/EMEA GTM",SRC00582,HIGH
EVT00192,S0030,2025-12-17,2025-12-17,funding,MoEngage $180M Series F follow-on; total Series F $280M,"$180M total ($57M primary + $123M secondary incl $15M employee tender for 259 staff); led ChrysCapital + Dragon Funds, Schroders Capital, TR Capital, B Capital; early sellers Eight Roads, Helion, Z47, Ventureast",SRC00580,HIGH
EVT00193,S0030,2022-06-01,2022-06-01,funding,MoEngage $77M Series E,"$77M led Goldman Sachs Asset Management + B Capital; Steadview, Multiples, Eight Roads, Matrix India participated",SRC00581,HIGH
EVT00194,S0030,2026,,acquisition,MoEngage acquires Aampe,Company announcement: acquisition of Aampe establishing unified workflow + decisioning agents platform,SRC00583,MEDIUM
EVT00195,S0031,2022-12-26,2022-12-26,funding,$75M Series E at $900M valuation,"$75M led Apis Partners; Tiger Global, Winter Capital, Evolvence; $900M valuation; $1.2B disbursal run-rate, $800M AUM managed",SRC00589,HIGH
EVT00196,S0031,2024-09-12,2024-09-12,acquisition,Jify acquisition; unicorn status,Share-swap acquisition of Jify; Moneyview valued ~$1.2B = unicorn; no fresh capital,SRC00590,HIGH
EVT00197,S0031,2026-03-03,2026-03-03,ipo_filing,DRHP filed with SEBI,"DRHP: Rs 1500cr fresh (Rs 650cr DLG, Rs 450cr Whizdm Finance) + 13.6cr share OFS (Accel largest seller, 21.9% stake)",SRC00592,HIGH
EVT00198,S0032,2013-02-20,2013-02-20,funding,Mastercard round; unicorn milestone,$45M from Mastercard; valuation crosses $1B — unicorn,SRC00598,HIGH
EVT00199,S0032,2016-03-10,2016-03-10,legal,Pat Ryan lawsuit over buyback,Aon founder Pat Ryan sued alleging lowballed growth to buy back his stake (Chicago Tribune via Wikipedia),SRC00598,MEDIUM
EVT00200,S0032,2016-10-05,2016-10-05,leadership,CEO change back to Rajaram,"Post-divorce, Dhiraj Rajaram reassumes CEO from Ambiga Subramanian",SRC00598,MEDIUM
EVT00201,S0032,2008-09-25,,funding,FTV Capital $30M investment,First institutional investment round of $30M from FTVentures (now FTV Capital),SRC00598,HIGH
EVT00202,S0032,2011-04-01,,funding,Sequoia Capital $25M investment,Raised $25M from Sequoia Capital,SRC00598,HIGH
EVT00203,S0032,2011-12-28,,funding,Sequoia + General Atlantic $108M round,Announced $108M financing from Sequoia and General Atlantic,SRC00598,HIGH
EVT00204,S0032,2013-02-20,,funding,Mastercard $45M; unicorn milestone,"Received $45M from Mastercard, placing valuation over $1 billion",SRC00598,HIGH
EVT00205,S0032,2014-07-01,,acquisition,Acquired Webfluenz,Mu Sigma acquired Webfluenz,SRC00604,MEDIUM
EVT00206,S0032,2016-03-10,,lawsuit,Pat Ryan lawsuit,Aon founder Pat Ryan sued Mu Sigma alleging lowballed growth to buy back his stake,SRC00598,MEDIUM
EVT00207,S0032,2016-10-05,,leadership,Dhiraj Rajaram assumes CEO from Ambiga Subramanian,"After divorce, Dhiraj Rajaram reassumes CEO role from Ambiga Subramanian",SRC00598,HIGH
EVT00208,S0032,2024-05-06,,funding,Unattributed $2.01M round,Latest known funding round of $2.01M from undisclosed investors,SRC00604,MEDIUM
EVT00209,S0032,2025-12-31,,award,EcoVadis 2025 Bronze Medal,"Awarded EcoVadis 2025 Bronze Medal, ranking in top 35% of companies for sustainability",SRC00599,MEDIUM
EVT00210,S0032,2026-09-15,,leadership,Dhiraj Rajaram featured on Leader Generation Podcast,Dhiraj Rajaram discusses AI Value Gap on Leader Generation Podcast (per mu-sigma.com),SRC00599,MEDIUM
EVT00211,S0033,2025-01-16,2025-01-16,funding,$90M Series D at $1.34B; first unicorn of 2025,"$90M led Point72 Private Investments; Qualcomm Ventures, Pavilion Capital; R&D + GTM + global expansion; 3000+ customers, 450K subs",SRC00605,HIGH
EVT00212,S0033,2025-06-05,2025-06-05,guidance,Profitability + expansion guidance,50% YoY growth; profitable by late 2025/early 2026; expand 10 to 15 countries by end-2026,SRC00607,MEDIUM
EVT00213,S0034,2025-07-23,2025-07-23,expansion,Postman announces new San Francisco HQ,"New SF HQ; 40M+ users, 500K+ orgs, $433M funding, $5.6B valuation restated.",SRC00613,HIGH
EVT00214,S0034,2024-07,2024-07,secondary,Secondary deals at steep discount (ET),"Secondary deals at 30-40% discount to $5.6B peak; Nexus, Bond bought shares.",SRC00614,MEDIUM
EVT00215,S0034,2021-08-18,,funding,Postman raises $225M Series D at $5.6B valuation,"Series D led by Insight Partners with Coatue, Battery Ventures, BOND joining; CRV and Nexus Venture Partners participating",SRC00613,HIGH
EVT00216,S0034,2024-04-12,,acquisition,Postman acquires Orbit,"Acquired Orbit (founded 2019, San Francisco) for API-related capabilities",SRC00615,MEDIUM
EVT00217,S0034,2025-11-14,,acquisition,Postman acquires LibLab,"Acquired LibLab (founded 2022, Austin) to accelerate vision for unified API lifecycle platform",SRC00615,MEDIUM
EVT00218,S0034,2026-01-08,,acquisition,Postman acquires Fern,"Acquired Fern (founded 2022, San Francisco); also referenced as Fern Intelligence",SRC00615,MEDIUM
EVT00219,S0034,2025-07-23,,expansion,Postman announces new San Francisco Headquarters,"New SF HQ at One Market Plaza; restates 40M+ users, 500K+ orgs, $433M funding, $5.6B valuation",SRC00613,HIGH
EVT00220,S0034,2024-08-05,,secondary,Postman secondary deals at 30-40% discount,"Secondary deals at steep discount to $5.6B peak valuation; Nexus, Bond, Battery bought shares",SRC00614,MEDIUM
EVT00221,S0034,2026-04-02,,partnership,Postman integrates Claude,Postman integrates Anthropic's Claude for AI-native API development,SRC00615,MEDIUM
EVT00222,S0034,2026-06-18,,partnership,Postman integrates with Kiro and AWS AI Competency,Postman announces integration with Kiro and AWS AI Competency,SRC00615,MEDIUM
EVT00223,S0034,2026-03-13,,partnership,Dynatrace and Postman integrate for real-time API observability,Dynatrace and Postman integrate for real-time API observability in workflows,SRC00615,MEDIUM
EVT00224,S0034,2026-06-02,,product_launch,Postman Expands AI-Native Platform with AI Engineer,Postman expands AI-native platform with AI Engineer agent mode,SRC00615,MEDIUM
EVT00225,S0035,2021-05,,funding,Zeta turns unicorn with $250M SoftBank round,,SRC00636,MEDIUM
EVT00226,S0035,2025-02-11,,funding,Zeta raises $50M from Optum at $2Bn valuation,,SRC00624,HIGH
EVT00227,S0035,2021-05-24,,funding,Zeta raises $250M from SoftBank Vision Fund 2 at $1.45Bn valuation,Series C round making Zeta a unicorn,SRC00635,HIGH
EVT00228,S0035,2022-03-07,,funding,Mastercard makes capital investment in Zeta,Series C round with Mastercard,SRC00635,MEDIUM
EVT00229,S0035,2025-02-11,,funding,Zeta valued at $2B in $50M strategic fundraise from Optum,Pre-money valuation jumps 1.7x from $1.15Bn,SRC00635,HIGH
EVT00230,S0035,2024-05-10,,launch,Zeta launches Digital Credit as a Service for Banks in India,DCaaS offering powered by NPCI's Credit Line on UPI scheme,SRC00633,HIGH
EVT00231,S0035,2024-08-26,,partnership,Zeta partners HDFC Bank for Credit Line on UPI,Partnership to power HDFC Bank's CLOU offerings and PayZapp,SRC00628,HIGH
EVT00232,S0035,2022-04-28,,partnership,Zeta and Mastercard partner to power next-gen credit processing,Strategic partnership and capital investment,SRC00635,MEDIUM
EVT00233,S0036,2018-05,,acquisition,Walmart acquires 77% of Flipkart for $16Bn; Sachin Bansal exits,,SRC00651,MEDIUM
EVT00234,S0036,2024-01,,leadership,Binny Bansal resigns from Flipkart board,,SRC00647,HIGH
EVT00235,S0036,2026-07,,valuation,Flipkart valuation crosses $38Bn in ESOP buyback,Valuation ~$38.2Bn per ESOP buyback tranche; domicile shift Singapore→India adjusted price,SRC00646,MEDIUM
EVT00236,S0036,2018-05-09,,acquisition,Walmart acquires 77% of Flipkart for $16Bn; Sachin Bansal exits,"Walmart signed definitive agreements to become largest shareholder; valued Flipkart at $20.8Bn; included $2Bn fresh equity; remaining held by Binny Bansal, Tencent, Tiger Global, Microsoft",SRC00651,HIGH
EVT00237,S0036,2021-07,,funding,Walmart closes $3.6Bn funding round at $37.6Bn valuation,"Walmart-led round with CPP Investments, GIC, SoftBank Vision Fund 2, QIA; Tiger Global and Accel exited; Walmart paid $3.5Bn to acquire minority stakes",SRC00650,MEDIUM
EVT00238,S0036,2023-12,,funding,Walmart infuses $600M; Flipkart kicks off extended round,Walmart parent infusion as part of extended funding round; Google joined with $350M in May 2024 at $36Bn valuation; total ~$950M,SRC00650,HIGH
