metric_id,startup_id,metric,value,unit,period,as_of,company_reported,source_id,confidence,notes
MET00811,S0193,API calls,"Nearly 1,500 APIs monthly",,2025-08-28,2025-08-28,True,SRC02768,HIGH,
MET00812,S0194,Seed funding raised,3000000,,2025,2025-08,True,SRC02772,HIGH,
MET00813,S0196,Manufacturing capacity,15.2,,2025,2025,True,SRC02790,MEDIUM,
MET00814,S0196,Pre-IPO funding raised,14220000000,,2025,2025-10,True,SRC02787,HIGH,
MET00815,S0197,rupay_cards_issued,200000,cards,As-of-2026-03,2026-03-25,True,SRC02799,HIGH,More than two lakh credit cards issued through platform in partnership with lenders
MET00816,S0197,monthly_transactions,5000000,transactions,As-of-2025-08,2025-08-28,True,SRC02802,MEDIUM,More than 5 million merchant transactions monthly across 600 cities
MET00817,S0197,cities_served,600,cities,As-of-2025-08,2025-08-28,True,SRC02802,MEDIUM,Nationwide coverage
MET00818,S0197,target_cards_2yr,1000000,cards,FY25-FY27,2025-10-03,True,SRC02801,MEDIUM,Plans to issue one million credit cards over next two years
MET00819,S0200,Revenue run rate,INR 460 crore,,Jan 2026,,,SRC02830,MEDIUM,
MET00820,S0200,Profitability,Turned profitable in FY26,,FY26,,,SRC02826,HIGH,
MET00821,S0201,India headcount growth,15% since C1 round (Aug 2024),,Jun 2025,,,SRC02835,HIGH,
MET00822,S0202,Fulfilment centres,50+ across India,,,,,SRC02846,HIGH,
MET00823,S0202,Brands served,120+,,,,,SRC02843,HIGH,
MET00824,S0202,FY27 revenue target,Rs 400-450 crore,,,,,SRC02845,MEDIUM,
MET00825,S0209,AUM,6308,crore INR,As-of-2025-12,2025-12-31,True,SRC02874,HIGH,Per DRHP filed May 2026
MET00826,S0209,Branches,1073,count,As-of-2025-12,2025-12-31,True,SRC02874,HIGH,Across 17 states per DRHP
MET00827,S0209,Households served,2400000,count,As-of-2026-09,2026-09-15,True,SRC02876,HIGH,Loans for 2.4 mn households per Arohan website homepage
MET00828,S0209,Under-served clients,2210000,count,As-of-2020-09,2020-09-30,True,SRC02880,MEDIUM,Aavishkaar Group website; older data from 2020
MET00829,S0209,Branches,720,count,As-of-2020-09,2020-09-30,True,SRC02880,MEDIUM,Aavishkaar Group website; older data
MET00830,S0209,Branches,835,count,As-of-2023-03,2023-03-31,True,SRC02877,MEDIUM,Across 15 states per ET article Apr 2023
MET00831,S0209,Employees,10585,count,As-of-2025-04,2025-04-30,False,SRC02875,MEDIUM,Tracxn estimate
MET00832,S0209,Employees,9862,count,As-of-2026-05,2026-05-01,False,SRC02875,MEDIUM,Tracxn estimate; 46% lower than Apr 2024
MET00833,S0211,aum,3000000000,USD,As-of-2026-08,2026-08-25,True,SRC02904,MEDIUM,$3B AUM in 18 months since Feb 2025 launch
MET00834,S0211,clients,1300,families,As-of-2026-08,2026-08-25,True,SRC02904,MEDIUM,"1,300+ client families"
MET00835,S0211,senior_bankers,95,count,As-of-2026-08,2026-08-25,True,SRC02904,MEDIUM,95+ senior bankers onboarded; 50-60 more expected in 2026
MET00836,S0211,aum,2000000000,USD,As-of-2026-01,2026-01-27,True,SRC02916,MEDIUM,$2B AUM in 12 months since launch
MET00837,S0211,aum,2400000000,USD,As-of-2026-06,2026-06-11,True,SRC02911,MEDIUM,$2.4B AUM as of Jun 2026
MET00838,S0211,ownership_participants,150,senior leaders,As-of-2026-08,2026-08-25,True,SRC02904,MEDIUM,Over 150 senior leaders invested own capital to become owners
MET00839,S0211,locations,11,cities,As-of-2026-08,2026-08-25,True,SRC02904,MEDIUM,Operating in 11-12 cities; plans to add 10 more by end of 2026
MET00840,S0213,voice_ai_minutes_processed,100000000,minutes,FY25,2026-03-31,True,SRC02931,MEDIUM,Navana processes ~100 million calls annually per ET/Maveric article (Mar 2026)
MET00841,S0213,enterprise_clients,40,clients,mid-2025,2025-06-30,True,SRC02929,HIGH,40+ clients as of mid-2025 per company PR
MET00842,S0213,languages_supported,12,languages,2026,2026-09-15,True,SRC02930,HIGH,Proprietary speech models in 12 Indian languages and 40+ dialects
MET00843,S0213,hello_ujjivan_downloads,1000000,downloads,2025,2025-07-15,True,SRC02929,HIGH,Hello Ujjivan app crossed 1 million downloads
MET00844,S0213,ba_jaj_finserv_monthly_disbursement,150000000,INR,monthly,2025-07-15,True,SRC02929,HIGH,Bajaj Finserv voicebot disburses over ₹150 Cr in personal loans monthly since Oct 2024
MET00845,S0213,bodhi_benchmark_accuracy,85,percent,2024,2024-03-08,True,SRC02933,MEDIUM,Bodhi ASR claims above 85% accuracy
MET00846,S0215,aum,100,crore,As-of-2026-01,2026-01-12,True,SRC02956,MEDIUM,Assets Under Management crossed Rs 100 crore
MET00847,S0215,vehicles_managed,1000,vehicles,As-of-2026-01,2026-01-12,True,SRC02956,MEDIUM,"Over 1,000 vehicles managed"
MET00848,S0215,revenue_growth_yoy,70,percent,FY26,2026-01-12,True,SRC02956,MEDIUM,70% YoY growth claimed
MET00849,S0215,aum_target_3yr,1000,crore,FY29 target,2026-01-12,True,SRC02953,MEDIUM,"Target of Rs 1,000 crore AUM within 3 years"
MET00850,S0222,funding raised,$7.4M total,,2025-2026,2026-05-20,True,SRC03001,HIGH,
MET00851,S0223,enterprise teams,100+,,2026-08,2026-08-04,True,SRC03012,MEDIUM,
MET00852,S0226,monthly_revenue,4500000,crore,FY25,2025-03-31,True,SRC03021,MEDIUM,Inc42 reports monthly revenue ~INR 4-5 Cr
MET00853,S0226,monthly_customers,12000,customers,FY25,2025-03-31,True,SRC03021,MEDIUM,"Inc42 reports 12,000+ monthly customers"
MET00854,S0226,instagram_followers,160000,followers,FY25,2025-03-31,True,SRC03021,MEDIUM,1.6 Lakh+ Instagram followers
MET00855,S0226,revenue_growth_yoy,303.6,percent,FY25,2025-03-31,False,SRC03022,HIGH,303% YoY revenue growth FY24 to FY25
MET00856,S0226,retail_stores,10,stores,Sep 2026,2026-09-15,True,SRC03019,MEDIUM,"Expected to reach 10 retail stores by Sep 2026; 3 brand-owned stores (Bengaluru, Delhi, Hyderabad) + 9 multi-brand partners"
MET00857,S0226,skus,15,SKUs,FY25,2025-03-31,True,SRC03023,MEDIUM,15+ sneaker styles; 4 models currently; plans to expand to 8 by end of next year
MET00858,S0226,price_per_pair,4299,INR,FY25,2025-03-31,True,SRC03028,HIGH,"Price point Rs 4,299/pair; premium segment"
MET00859,S0228,customers,2000,brands,As-of-2026-09-15,2026-09-15,True,SRC03035,HIGH,Gartner MQ 2026 PR and clevertap.com both state 2000+ brands
MET00860,S0228,customers_2022,1200,customers,FY22,2022-08-10,True,SRC03039,MEDIUM,"Entrackr: more than 1,200 customers in 60 countries and over 10,000 apps"
MET00861,S0228,employee_count,651,count,As-of-2026-09-15,2026-09-15,False,SRC03042,MEDIUM,"Inc42 reports 651 employees, -0.91% last 90d"
MET00862,S0237,schools served,"5,600",,2022,2022-06-27,False,SRC00693,MEDIUM,
MET00863,S0238,farmers_served,10000000,count,As-of-2025-11,2025-11-20,True,SRC03106,HIGH,"Via omnichannel network of 10,000+ retail stores and direct-to-farmer digital platform"
MET00864,S0238,farmers_served,9000000,count,As-of-2025-08,2025-08-11,True,SRC03105,HIGH,"9M+ Indian farmers empowered; earlier figures cited 5M+ (2021), 7.5M users (2023)"
MET00865,S0238,advisory_interactions,15000000,count,Till-date,2026-08-11,True,SRC03113,HIGH,15 Million agronomy queries resolved; 400M views on agronomy videos; 11 local languages
MET00866,S0238,retail_stores,10000,count,As-of-2025-11,2025-11-20,True,SRC03105,HIGH,"10,000+ retail stores via Saathi Stores model; 400+ last-mile delivery partners"
MET00867,S0238,agronomists,500,count,As-of-2026,2026-08-11,True,SRC03113,HIGH,"500+ BSc Agronomists consulting with 25,000 farmers every day"
MET00868,S0238,output_FV_processed,100000,MT,Annually,2026-08-11,True,SRC03105,HIGH,"100,000+ MT of F&V processed annually under Kimaye brand; exports to 25+ countries"
MET00869,S0238,agri_input_products,200,count,As-of-2026,2026-08-11,True,SRC03114,HIGH,"200+ agri-input products across seeds, crop protection, crop nutrition, farm implements"
MET00870,S0238,states_operating,12,count,As-of-2025-11,2025-11-20,True,SRC03105,HIGH,"12 states as of Nov 2025; earlier operated in 5 states (Gujarat, Maharashtra, Rajasthan, MP, UP) as of 2022"
MET00871,S0238,farmer_NPS,50,score,As-of-2025,2025-11-20,True,SRC03105,HIGH,Farmer NPS of 50 reported alongside $30M funding
MET00872,S0238,yield_increase,81,percent,FY25,2025,True,SRC03115,HIGH,81% of farmers report increase in farm yield; 41% achieving gains exceeding 25%
MET00873,S0238,income_increase,70,percent,FY25,2025,True,SRC03115,HIGH,70% of farmers experienced significant income growth; 41% seeing increases above 25%
MET00874,S0238,co2e_abatement,120000,MT,FY25,2025,True,SRC03115,HIGH,"120,000 MT CO2e abated in FY25; 470K MT cumulative GHG abatement"
MET00875,S0238,water_saved,276,billion_litres,FY25,2025,True,SRC03106,HIGH,276 billion litres of water saved in FY25 due to improved soil health and water retention
MET00876,S0239,annualised gross booking value run-rate,INR 200 crore,,2026,,True,SRC03141,MEDIUM,
MET00877,S0241,agri_warehouses,12000,count,As-of-2026-01,2026-01-02,True,SRC03155,HIGH,
MET00878,S0241,grain_aggregated_stored_annually,3000,million,FY25,2026-01-02,True,SRC03155,HIGH,
MET00879,S0241,loans_disbursed_annually,1500,million,FY25,2026-01-02,True,SRC03155,HIGH,
MET00880,S0241,farmers_served,850000,count,As-of-2026-01,2026-01-02,True,SRC03150,HIGH,
MET00881,S0241,fpos_served,3000,count,As-of-2026-03,2026-03-09,True,SRC03155,HIGH,
MET00882,S0241,states_covered,21,count,As-of-2026-01,2026-01-02,True,SRC03155,HIGH,
MET00883,S0241,districts_covered_pct,60,percent,As-of-2026-01,2026-01-02,True,SRC03155,HIGH,
MET00884,S0241,commodities_under_management,4,million,As-of-2025-03-31,2025-03-31,True,SRC03153,HIGH,
MET00885,S0241,warehouses_managed,3500,count,As-of-2025-03-31,2025-03-31,True,SRC03153,HIGH,
MET00886,S0241,gross_npa,0.5,percent,FY25,2025-03-31,True,SRC03150,HIGH,
MET00887,S0246,customers,10,count,As-of-2026-08,2026-08-11,True,SRC03183,MEDIUM,Company claims 10 customers including several publicly listed companies; unverified independently
MET00888,S0246,production_deployments,10,count,As-of-2026-08,2026-08-11,True,SRC03186,MEDIUM,AI solutions running in live production environments at customers
MET00889,S0248,order_book,15,crore,As-of-2026-07,2026-07-09,True,SRC03199,HIGH,Order book of ₹15 crore as reported by founder Priyanka Singhal to The Hindu BusinessLine
MET00890,S0248,fuses_supplied,155,pieces,FY24,2024-09-29,True,SRC03203,MEDIUM,Supplied 155 fuses to Indian Army per CEO interview in Sep 2024
MET00891,S0248,products_manufactured,7,count,As-of-2024-09,2024-09-29,True,SRC03203,MEDIUM,"Company manufactures 7-8 defence products; 4 systems delivered for land warfare, 9 under development"
MET00892,S0248,first_major_order,,,2023,2024-09-29,True,SRC03203,MEDIUM,First major order secured in 2023 from defence agencies including DRDO
MET00893,S0255,customers,4000000,count,FY22,2022-02-23,True,SRC03232,HIGH,4 million customers across banking and wealth management
MET00894,S0255,users,6000000,count,As-of-2026-07,2026-07-20,True,SRC03238,MEDIUM,LinkedIn profile states 6M+ users as of Jul 2026
MET00895,S0255,employees,427,count,As-of-2025-08,2025-08-31,True,SRC03231,MEDIUM,Official employee count; LinkedIn shows 633-636 in 2026
MET00896,S0255,branch_network,40,count,As-of-2026-09,2026-09-01,True,SRC03233,HIGH,Post-RemitX acquisition; 32 RemitX branches + existing = 40+
MET00897,S0255,annualized_transactions,3000000000,USD,FY22,2022-02-23,True,SRC03237,HIGH,Processing over $3B of transactions annually
MET00898,S0256,IN-SPACe Technology Adoption Fund selectee,1,count,2026,2026-06-11,True,SRC03257,HIGH,Selected among 3 startups for ₹24.6 crore grant
MET00899,S0256,Gartner Emerging Tech Impact Radar recognition,1,count,2024,2024-01-01,True,SRC03261,HIGH,Recognized in 2024 Gartner Emerging Tech Impact Radar: AI report
MET00900,S0256,India AI Impact Summit 2026 Top 10 Global Innovator,1,count,2026,2026-01-01,True,SRC03261,HIGH,Selected among top 10 global innovators at India AI Impact Summit 2026
MET00901,S0256,Countries of operation,5,count,2026,2026-09-15,True,SRC03261,MEDIUM,"Operations across India, US (via Regrid), Australia (Geoscape), Kenya (KALRO), a"
MET00902,S0258,Dailyhunt MAU,350,million,As-of 2025,2025-06-01,True,,MEDIUM,Company claims 350M+ users; press release and official site
MET00903,S0258,Josh MAU,179,million,FY24 (Oct 2024),2024-10-16,True,,MEDIUM,"Josh spokesperson stated 179M MAU, 91M DAU; earlier claims of 150M MAU in 2022"
MET00904,S0258,Josh MAU (peak claim),150,million,Apr 2022,2022-04-06,True,,MEDIUM,"Avendus PR: Josh 150M MAU, 49% DAU/MAU ratio; Dailyhunt 350M+ users"
MET00905,S0258,Dailyhunt Premium subscribers (Magzter),1.1,million,As-of 2024,2024-04-18,True,,MEDIUM,Magzter: 1.1M active paying subscribers from India; 87M global users
MET00906,S0258,Employee count,437,employees,As-of May 2026,2026-05-31,False,,MEDIUM,Tracxn/MCA data; down from 763 in Apr 2025 after 350 layoffs May 2025
MET00907,S0258,Valueleaf ARR at acquisition,732,crore,Jun 2024,2024-08-28,True,,MEDIUM,Umang Bedi stated Valueleaf exited June 2024 at Rs 732 Cr ARR
MET00908,S0258,Josh DAU,91,million,FY24 (Oct 2024),2024-10-16,True,,MEDIUM,Josh spokesperson stated 91M DAU
MET00909,S0258,Dailyhunt MAU,350,million,2025-06-01,2025-06-01,,SRC03295,MEDIUM,Company claims 350M+ users
MET00910,S0258,Josh MAU,179,million,2024-10-16,2024-10-16,,SRC03291,MEDIUM,"Josh spokesperson stated 179M MAU, 91M DAU"
MET00911,S0258,Josh DAU,91,million,2024-10-16,2024-10-16,,SRC03291,MEDIUM,Josh spokesperson stated 91M DAU
MET00912,S0258,Dailyhunt Premium subscribers (Magzter),1.1,million,2024-04-18,2024-04-18,,SRC03292,MEDIUM,Magzter: 1.1M active paying subscribers
MET00913,S0258,Valueleaf ARR at acquisition,732,crore,2024-08-28,2024-08-28,,SRC03292,MEDIUM,Umang Bedi stated Valueleaf exited June 2024 at Rs 732 Cr ARR
MET00914,S0258,Employee count,437,employees,2026-05-31,2026-05-31,,SRC03285,MEDIUM,Tracxn/MCA data; down from 763 in Apr 2025 after 350 layoffs
MET00915,S0278,systems deployed,20000,systems,As-of-2025-09-30,2025-09-30,True,SRC03375,HIGH,
MET00916,S0278,countries served,24,countries,FY25,2025-12-23,True,SRC03383,HIGH,
MET00917,S0278,order book,266.57,crore,As-of-2025-09-30,2025-09-30,True,SRC03375,HIGH,
MET00918,S0278,additional orders received,71.68,crore,Oct-Nov 2025,2025-11-30,True,SRC03375,HIGH,
MET00919,S0278,export share of revenue,65,percent,FY25,2025-12-23,True,SRC03377,HIGH,
MET00920,S0278,Indian armed forces revenue share,33,percent,FY25,2025-12-23,True,SRC03377,HIGH,
MET00921,S0278,European NATO allies revenue share,65,percent,FY25,2025-12-23,True,SRC03377,HIGH,
MET00922,S0278,European export orders,453,crore,2024,2024-12-31,True,SRC03377,MEDIUM,
MET00923,S0278,export orders from Israel and Philippines,30,crore,2024,2024-12-31,True,SRC03377,MEDIUM,
MET00924,S0278,India thermal imaging export share,93,percent,FY25,2025-12-23,True,SRC03370,HIGH,
MET00925,S0280,total_battery_swaps,60000000,swaps,As-of-2026-09-01,2026-09-01,True,SRC03405,HIGH,Crossed 60 million battery swaps
MET00926,S0280,daily_swaps,50000,swaps/day,As-of-2026-09-15,2026-09-15,True,SRC03407,HIGH,50K+ daily swaps per website
MET00927,S0280,monthly_swaps,1500000,swaps/month,As-of-2026-09-15,2026-09-15,True,SRC03407,HIGH,1500K+ swaps per month
MET00928,S0280,green_kms,1500000000,kms,As-of-2026-09-15,2026-09-15,True,SRC03407,HIGH,1.5B+ green kms
MET00929,S0280,cities_operating,17,cities,As-of-2026-09-15,2026-09-15,True,SRC03407,HIGH,17 cities in India
MET00930,S0280,batteries_on_ground,100000,batteries,As-of-2026-09-01,2026-09-01,True,SRC03405,HIGH,"Over 100,000 batteries"
MET00931,S0280,charging_units,2500,units,As-of-2026-09-01,2026-09-01,True,SRC03405,HIGH,"More than 2,500 charging units"
MET00932,S0280,touch_points,400,touch_points,As-of-2026-09-01,2026-09-01,True,SRC03405,HIGH,400-plus touch points across 18 cities
MET00933,S0280,uptime,99.8,percent,As-of-2026-09-15,2026-09-15,True,SRC03407,HIGH,99.8% uptime
MET00934,S0280,monthly_swaps_milestone,1000000,swaps/month,2024,2024-12-31,True,SRC03407,HIGH,Reached 1 million monthly battery swaps milestone in 2024
MET00935,S0283,clients_served,848,count,FY26,2026-05-20,True,SRC03421,HIGH,Annual Report FY26: 848 clients
MET00936,S0283,gcc_client_revenue_share,56,percent,FY26,2026-05-20,True,SRC03421,HIGH,56% revenue from GCC clients (FY26 AR)
MET00937,S0283,multi_centre_client_revenue_share,44,percent,FY26,2026-05-20,True,SRC03421,HIGH,44% revenue from multi-centre clients
MET00938,S0283,area_under_management,9.66,million_sqft,FY26,2026-05-20,True,SRC03420,HIGH,"9.66 Mn sq ft across 17 cities, 130 properties"
MET00939,S0283,properties,130,count,FY26,2026-05-20,True,SRC03420,HIGH,130 properties across 17 cities
MET00940,S0283,occupancy_rate,88,percent,FY26,2026-05-20,True,SRC03420,HIGH,Steady state occupancy 88%
MET00941,S0283,miqube_app_downloads,119000,count,FY26,2026-05-20,True,SRC03421,HIGH,119K+ MiQube app downloads
MET00942,S0283,client_lock_in_months,34,months,FY26,2026-05-20,True,SRC03421,HIGH,Average client lock-in 34 months
MET00943,S0283,value_added_services_revenue_share,15,percent,FY26,2026-05-20,True,SRC03420,HIGH,Value Added Services 15% of revenue
MET00944,S0283,seats_added_fy26,28000,count,FY26,2026-05-20,True,SRC03420,HIGH,"28,000 seats added in FY26"
MET00945,S0288,Monthly shipments,4.5 lakh,,2026,2026-01-01,True,SRC03462,HIGH,
MET00946,S0288,Enterprise customers,Across 12 countries,,2026,2026-01-01,True,SRC03462,HIGH,
MET00947,S0289,Fleet size,50+ vehicles,,2026,2026-06-12,True,SRC03467,HIGH,
MET00948,S0289,Repeat user rate,70%+,,2026,2026-06-12,True,SRC03467,HIGH,
MET00949,S0290,registered_users,1700000,users,As-of-2026-08,2026-08-26,True,SRC03472,HIGH,"Largest markets: US, UK, Japan; also Brazil; mostly 2-person small businesses"
MET00950,S0290,annualized_revenue_run_rate,2000000,USD,FY26,2026-06,True,SRC03472,HIGH,$2M ARR reached 3 weeks after payments launched in March 2026
MET00951,S0290,team_size,15,employees,As-of-2026-08,2026-08-26,True,SRC03472,HIGH,"15-person team; plans to hire across engineering, ML, product, growth, support"
MET00952,S0290,paying_customer_token_share,65,percent,Last 90 days as-of 2026-08,2026-08-26,True,SRC03472,MEDIUM,60-70% of 1T+ token usage from paying customers
MET00953,S0291,Current fleet,"1,000 LNG- and EV-powered trucks",,2026,2026-05-22,True,SRC03490,HIGH,
MET00954,S0291,LNG stations,7 operational,,2026,2026-05-22,True,SRC03490,HIGH,
MET00955,S0292,Annual verifications,500 million+,,2026,2026-02-13,True,SRC03498,HIGH,
MET00956,S0292,Enterprise clients,500+,,2026,2026-02-13,True,SRC03498,HIGH,
MET00957,S0293,Employees,100+ (+400% YoY),,2026,2026-06-19,True,SRC03505,HIGH,
MET00958,S0293,Total Funding,$111.2M,,2025-2026,2026-06-19,True,SRC03505,HIGH,
MET00959,S0296,total_orders,1000000,orders,cumulative,2024-09-10,True,SRC03513,MEDIUM,Over 1 million orders processed to date as of Sep 2024
MET00960,S0296,exclusive_stores,14,stores,As-of-2026-07,2026-07-14,True,SRC03514,MEDIUM,14 exclusive brand outlets across multiple cities as of Jul 2026
MET00961,S0296,skus,8500,SKUs,As-of-2026-06,2026-06-17,True,SRC03518,MEDIUM,8500+ products across 8 key categories
MET00962,S0296,web_traffic,1910000,visitors,monthly,2026-09-15,False,SRC03517,LOW,1.91 Mn monthly web traffic per Inc42
MET00963,S0296,employee_count,194,employees,As-of-2026-05,2026-05-01,False,SRC03516,MEDIUM,194 employees per Tracxn legal entity page
MET00964,S0296,revenue_growth_yoy,83.1,percent,FY24-FY25,2026-09-15,True,SRC03517,MEDIUM,Revenue grew 83.1% YoY from Rs 62.8 Cr to Rs 115 Cr
MET00965,S0296,cookware_growth,9,x,FY25-26,2026-05-16,True,SRC03516,LOW,9x growth in cookware category per Business Line May 2026
MET00966,S0304,AUM,₹15000 crore,,2026,2026-04,True,SRC03555,HIGH,
MET00967,S0305,modules_launched,2,count,As-of-2026-09,2026-09-10,True,SRC03557,HIGH,/intake and /nucleus modules live; /report launching Sep 2026; /signal in design partnership
MET00968,S0305,case_processing_time_reduction,90,percent,As-of-2026-09,2026-09-10,True,SRC03557,MEDIUM,Reduced from >3 hours to <10 minutes
MET00969,S0305,operating_cost_reduction,66,percent,As-of-2026-09,2026-09-10,True,SRC03557,MEDIUM,
MET00970,S0307,Secure IoT SoC launched,1,product,FY25,2024-05-01,True,SRC03567,HIGH,
MET00971,S0307,DLI scheme approval,15,crore INR,FY25,2024-12-22,True,SRC03567,HIGH,
MET00972,S0307,MoU signed with Prama India,1,partnership,FY26,2026-06-29,True,SRC03576,HIGH,
MET00973,S0309,iDEX prime contracts,2,contracts,As-of-2026-09,2026-09-01,True,SRC03584,HIGH,Two IDEX prime contracts for swarming ISR constellations; ~$4M in IDEX grants
MET00974,S0309,ground stations,70,stations,As-of-2026-09,2026-09-01,True,SRC03585,HIGH,Global network of 70+ ground stations across 6 continents
MET00975,S0309,employees planned addition,40,employees,Next 12-24 months,2026-09-01,True,SRC03585,MEDIUM,Plans to add 40 employees; moving into new facility
MET00976,S0309,satellites planned for deployment,6,satellites,Next 12-24 months,2026-09-01,True,SRC03585,HIGH,First six swarming ISR satellites under iDEX programmes; maiden orbital deployment targeted Dec 2027
MET00977,S0309,WhiteWolf payload,1,payload,As-of-2026-09,2026-09-15,True,SRC03588,MEDIUM,"WhiteWolf payload co-developed with Kawa Space, set to launch with TakeMe2Space aboard MOI 1B"
MET00978,S0310,cars_transacted_annually,200000,cars,FY24,2024-11-26,True,SRC03604,HIGH,Highest annual sales in company history per CFO Ruchit Agarwal
MET00979,S0310,monthly_users,11000000,users,As of Jan 2026,2026-01-15,True,SRC03596,HIGH,More than 11 million users visit platform monthly
MET00980,S0310,employee_count,4585,count,"As of Mar 31, 2026",2026-03-31,True,SRC03612,HIGH,Official employee count per Tracxn
MET00981,S0316,offline_channel_partners,2000,count,FY25,2025-08-19,True,SRC03648,HIGH,"More than 2,000 offline channel partners"
MET00982,S0316,customer_base,5000000,count,FY25,2025-08-19,True,SRC03648,HIGH,More than 5 million parents as customers
MET00983,S0316,organic_traffic_percentage,45,percent,FY25,2025-08-19,True,SRC03651,MEDIUM,Nearly 45% of sales through organic traffic
MET00984,S0316,social_reach,10000000,count,FY25,2025-08-19,True,SRC03651,MEDIUM,10 million reach through social channels
MET00985,S0320,sleep_data_hours_processed,75000000,hours,As-of-2026-09,2026-09-03,True,SRC03671,MEDIUM,Company claims 75M hours of sleep data processed
MET00986,S0320,units_sold,,,FY25,2026-09-15,False,,LOW,Forbes India (Oct 2023) states 'thousands of units sold in US'; exact count not disclosed
MET00987,S0320,retail_partnership,Babylist,retailer,2023,2023-01-01,True,SRC03675,HIGH,First retail partnership with Babylist Beverly Hills store
MET00988,S0320,retail_partnership,Love To Dream,partnership,2026,2026-09-04,True,SRC03688,MEDIUM,Partnership announced around Sep 2026
MET00989,S0320,subscription_model_launch,May 2025,date,2025-05,2026-09-04,True,SRC03681,MEDIUM,Moved from one-time pricing to subscription plans
MET00990,S0322,customers_served,10200000,count,FY25,2025-03-04,True,SRC03699,MEDIUM,Over 1.02 crore customers nationwide as of Mar 2025
MET00991,S0322,agent_partners,220000,count,FY24,2024-12-31,True,SRC03702,HIGH,2.2 lakh agents as of Dec 2024; 92% YoY growth; 86% in Tier 2/3 cities
MET00992,S0322,,,,,,,,,
MET00993,S0322,insurance_plans,720,count,FY24,2025-02-24,True,SRC03702,MEDIUM,720+ plans from 49 insurers
MET00994,S0322,pin_code_coverage,99,percent,FY24,2025-02-24,True,SRC03702,HIGH,99% of India's pin codes covered
MET00995,S0322,policies_per_minute,21,count,FY25,2025-03-04,True,SRC03699,MEDIUM,21 new policies issued every minute
MET00996,S0322,cities_presence,1500,count,FY24,2025-02-24,True,SRC03705,MEDIUM,"Presence in 1,500+ cities"
MET00997,S0322,premium_run_rate,3300,crore,FY24,2024-03-31,True,SRC03702,MEDIUM,Annual premium run rate as of March 2024
MET00998,S0332,Indian Navy contract,INR 47 Cr,,2025,2025-10-30,True,SRC03748,HIGH,
MET00999,S0339,EV Fleet Expansion,200 EVs ordered,,2025,2025-09,True,SRC03769,MEDIUM,
MET01000,S0340,Retailers on platform,12000,,2019,2019,True,SRC03777,MEDIUM,
MET01001,S0349,Government orders,Rs 155 crore,,2025-2026,2025-11,True,SRC03820,HIGH,
MET01002,S0367,"{'v': 'Users', 'value': '8+ crore', 'period': '2024', 'as_of': '2024', 'source_url': 'https://www.etnownews.com/success-stories/meet-iitian-behind-600-million-gaming-platform-know-companys-link-to-mukesh-ambanis-reliance-jio-article-115536487', 'company_reported': True, 'confidence': 0.7}",,,,,,,,
MET01003,S0367,registered_users,100000000,users,FY24,2024-04-22,True,SRC03936,HIGH,Over 100 million registered users by end of FY24
MET01004,S0367,registered_users,150000000,users,As-of-2025-08,2025-08-21,True,SRC03933,HIGH,150+ million users as of Aug 2025
MET01005,S0367,registered_users,200000000,users,As-of-2026-01,2026-01-30,True,SRC03934,HIGH,Over 200 million registered users as of Jan 2026
MET01006,S0367,daily_ludo_gameplays,7000000,gameplays,2024,2024-11-21,True,SRC03930,HIGH,7 million daily Ludo gameplays
MET01007,S0367,cities_available,4000,cities,FY24,2025-04-22,True,SRC03936,HIGH,"Available in over 4,000 cities"
MET01008,S0367,employee_count,466,employees,As-of-2025-05,2025-05-01,True,SRC03933,HIGH,466 employees as of May 2025
MET01009,S0367,downloads,70000000,downloads,As-of-2022-01,2022-01-05,True,SRC03935,HIGH,Over 70 million downloads as of Jan 2022
MET01010,S0368,Crowd Supply funding,"$2,838 (101% of $2,800 goal)",,2025,2025-03-27,True,SRC03951,HIGH,
MET01011,S0368,DPIIT Recognition,Recognized Startup,,2024,2024-06-25,False,SRC03955,HIGH,
