link_id,startup_id,investor_id,investor_name,investor_type,round_type,round_date,first_seen,rounds,lead,disclosed_amount,amount,board_seat,status,source_id,confidence
IL00237,S0011,INV0038,Y Combinator,,Series A,2019-01-23,,,,6.2,,,,SRC00180,HIGH
IL00238,S0011,INV0082,Propel Venture Partners,,Series A,2019-01-23,,,,6.2,,,,SRC00180,HIGH
IL00239,S0011,INV0083,Kauffman Fellows,,Series A,2019-01-23,,,,6.2,,,,SRC00180,HIGH
IL00240,S0011,INV0080,Sequoia India,,Series A,2019-01-23,,,lead,6.2,,,,SRC00180,HIGH
IL00241,S0011,INV0084,Sequoia Capital India,,Series D,2021-04-07,,,,83.0,,,,SRC00179,HIGH
IL00242,S0011,INV0039,Ribbit Capital,,Series D,2021-04-07,,,,83.0,,,,SRC00179,HIGH
IL00243,S0011,INV0085,YC Continuity,,Series D,2021-04-07,,,,83.0,,,,SRC00179,HIGH
IL00244,S0011,INV0029,Tiger Global,,Series D,2021-04-07,,,lead,83.0,,,,SRC00179,HIGH
IL00245,S0011,INV0082,Propel Venture Partners,,Series D,2021-04-07,,,,83.0,,,,SRC00179,HIGH
IL00246,S0011,INV0029,Tiger Global,,Series D,2021-04-07,,,lead,83.0,,,,SRC00179,HIGH
IL00247,S0011,INV0086,Iconiq Growth,,Series E,2021-10-24,,,lead,251.0,,,,SRC00178,HIGH
IL00248,S0011,INV0084,Sequoia Capital India,,Series E,2021-10-24,,,,251.0,,,,SRC00178,HIGH
IL00249,S0011,INV0039,Ribbit Capital,,Series E,2021-10-24,,,,251.0,,,,SRC00178,HIGH
IL00250,S0011,INV0085,YC Continuity,,Series E,2021-10-24,,,,251.0,,,,SRC00178,HIGH
IL00251,S0011,INV0029,Tiger Global,,Series E,2021-10-24,,,,251.0,,,,SRC00178,HIGH
IL00252,S0011,INV0082,Propel Venture Partners,,Series E,2021-10-24,,,,251.0,,,,SRC00178,HIGH
IL00253,S0011,INV0087,Alkeon,,Series E,2021-10-24,,,,251.0,,,,SRC00178,HIGH
IL00254,S0011,INV0033,Lone Pine Capital,,Series E,2021-10-24,,,,251.0,,,,SRC00178,HIGH
IL00255,S0011,INV0088,Steadfast,,Series E,2021-10-24,,,,251.0,,,,SRC00178,HIGH
IL00256,S0011,INV0086,Iconiq Growth,,Series E,2021-10-24,,,lead,251.0,,,,SRC00178,HIGH
IL00257,S0011,INV0036,GIC,,Series F,2025-06-13,,,lead,202.3,,,,SRC00176,HIGH
IL00258,S0011,INV0089,Iconiq Capital,,Series F,2025-06-13,,,,202.3,,,,SRC00176,HIGH
IL00259,S0011,INV0036,GIC,,Series F,2025-06-13,,,lead,202.3,,,,SRC00176,HIGH
IL00260,S0011,INV0090,Peak XV Partners (fka Sequoia India),VC,,,2019,"['Series A', 'Series D', 'Series E']",True,,,,,SRC00203,HIGH
IL00261,S0011,INV0029,Tiger Global,VC,,,2021,['Series D'],True,,,,,SRC00179,HIGH
IL00262,S0011,INV0091,Iconiq Growth/Capital,Growth equity,,,2021,"['Series E', 'Series F']",True,,,,,SRC00178,HIGH
IL00263,S0011,INV0036,GIC,Sovereign wealth,,,2025,['Series F'],True,,,,,SRC00176,HIGH
IL00264,S0011,INV0039,Ribbit Capital,VC,,,2019,"['Series D', 'Series E']",False,,,,,SRC00178,MEDIUM
IL00265,S0011,INV0038,Y Combinator,Accelerator,,,2018,"['Seed', 'Series A', 'Series D', 'Series E']",False,,,,,SRC00180,MEDIUM
IL00266,S0012,INV0029,Tiger Global,,Series F,2021-04-08,,,lead,100.0,,,,SRC00230,HIGH
IL00267,S0012,INV0029,Tiger Global,,Series F,2021-04-08,,,lead,100.0,,,,SRC00230,HIGH
IL00268,S0012,INV0093,Fidelity,,Series F extension,2021-07-28,,,lead,240.0,,,,SRC00220,HIGH
IL00269,S0012,INV0029,Tiger Global,,Series F extension,2021-07-28,,,,240.0,,,,SRC00220,HIGH
IL00270,S0012,INV0094,Think Investments,,Series F extension,2021-07-28,,,,240.0,,,,SRC00220,HIGH
IL00271,S0012,INV0095,Malabar Investments,,Series F extension,2021-07-28,,,,240.0,,,,SRC00220,HIGH
IL00272,S0012,INV0096,Harbor Spring Capital,,Series F extension,2021-07-28,,,,240.0,,,,SRC00220,HIGH
IL00273,S0012,INV0097,Neuberger Berman,,Series F extension,2021-07-28,,,,240.0,,,,SRC00220,HIGH
IL00274,S0012,INV0098,White Oak,,Series F extension,2021-07-28,,,,240.0,,,,SRC00220,HIGH
IL00275,S0012,INV0099,Neeraj Arora,,Series F extension,2021-07-28,,,,240.0,,,,SRC00220,HIGH
IL00276,S0012,INV0093,Fidelity,,Series F extension,2021-07-28,,,lead,240.0,,,,SRC00220,HIGH
IL00277,S0012,INV0100,Globespan Capital Partners,,"Series F extension (equity+debt, unpriced)",2025-07-22,,,lead,60.0,,,,SRC00217,HIGH
IL00278,S0012,INV0101,EvolutionX Debt Capital,,"Series F extension (equity+debt, unpriced)",2025-07-22,,,,60.0,,,,SRC00217,HIGH
IL00279,S0012,INV0100,Globespan Capital Partners,,"Series F extension (equity+debt, unpriced)",2025-07-22,,,lead,60.0,,,,SRC00217,HIGH
IL00280,S0012,INV0029,Tiger Global,VC,,,2021,['Series F'],True,,,,,SRC00230,HIGH
IL00281,S0012,INV0102,Fidelity Investments,Mutual fund / crossover,,,2021,['Series F extension'],True,,,,,SRC00220,HIGH
IL00282,S0012,INV0094,Think Investments,VC,,,2021,['Series F extension'],False,,,,,SRC00220,MEDIUM
IL00283,S0012,INV0095,Malabar Investments,VC,,,2021,['Series F extension'],False,,,,,SRC00220,MEDIUM
IL00284,S0012,INV0100,Globespan Capital Partners,VC,,,2025,['2025 extension'],True,,,,,SRC00217,HIGH
IL00285,S0012,INV0101,EvolutionX Debt Capital,Debt,,,2025,['2025 extension'],False,,,,,SRC00217,HIGH
IL00286,S0013,INV0104,Matrix Partners India (Z47),,Debt,2023-10,,,,24.0,,,,SRC00242,MEDIUM
IL00287,S0013,INV0053,Matrix Partners India,,Debt,2023-10,,,lead,24.0,,,,SRC00242,MEDIUM
IL00288,S0013,INV0104,Matrix Partners India (Z47),,Series B (first equity round),2024-01-26,,,,50.0,,,,SRC00239,HIGH
IL00289,S0013,INV0105,others,,Series B (first equity round),2024-01-26,,,,50.0,,,,SRC00239,HIGH
IL00290,S0013,INV0053,Matrix Partners India,,Series B (first equity round),2024-01-26,,,lead,50.0,,,,SRC00239,HIGH
IL00291,S0013,INV0106,Bhavish Aggarwal family office,,Founder commitment,2025-02-04,,,,230.0,,,,SRC00240,HIGH
IL00292,S0013,INV0106,Bhavish Aggarwal (family office),,Founder commitment,2025-02-04,,,lead,230.0,,,,SRC00240,HIGH
IL00293,S0013,INV0108,Avendus,,Debt (share pledge),2025-03-06,,,,,,,,SRC00254,HIGH
IL00294,S0013,INV0109,InCred,,Debt (share pledge),2025-03-06,,,,,,,,SRC00254,HIGH
IL00295,S0013,INV0110,India Credit Opportunities,,Debt (share pledge),2025-03-06,,,,,,,,SRC00254,HIGH
IL00296,S0013,INV0107,"Axis Trustee Services (on behalf of Avendus, InCred, India Credit Opportunities)",,Debt (share pledge),2025-03-06,,,lead,,,,,SRC00254,HIGH
IL00297,S0013,INV0104,Matrix Partners India / Z47,VC,,,2023,"['Debt 2023', 'Series B Jan 2024']",True,,,,,SRC00239,HIGH
IL00298,S0014,INV0046,Lightspeed,,Seed (disclosed within $41M announcement),2023-12-07,,,lead,12.0,,,,SRC00273,HIGH
IL00299,S0014,INV0037,Peak XV Partners,,Seed (disclosed within $41M announcement),2023-12-07,,,lead,12.0,,,,SRC00273,HIGH
IL00300,S0014,INV0046,Lightspeed,,Seed (disclosed within $41M announcement),2023-12-07,,,lead,12.0,,,,SRC00273,HIGH
IL00301,S0014,INV0037,Peak XV Partners,,Seed (disclosed within $41M announcement),2023-12-07,,,lead,12.0,,,,SRC00273,HIGH
IL00302,S0014,INV0046,Lightspeed,,Series A ($41M total incl. seed),2023-12-07,,,lead,29.0,,,,SRC00264,HIGH
IL00303,S0014,INV0037,Peak XV Partners,,Series A ($41M total incl. seed),2023-12-07,,,,29.0,,,,SRC00264,HIGH
IL00304,S0014,INV0075,Khosla Ventures,,Series A ($41M total incl. seed),2023-12-07,,,,29.0,,,,SRC00264,HIGH
IL00305,S0014,INV0046,Lightspeed,,Series A ($41M total incl. seed),2023-12-07,,,lead,29.0,,,,SRC00264,HIGH
IL00306,S0014,INV0111,HCLTech,,Series B first close (of $300M),2026-06-15,,,lead,234.0,,,,SRC00262,HIGH
IL00307,S0014,INV0112,Bessemer Venture Partners,,Series B first close (of $300M),2026-06-15,,,,234.0,,,,SRC00262,HIGH
IL00308,S0014,INV0075,Khosla Ventures,,Series B first close (of $300M),2026-06-15,,,,234.0,,,,SRC00262,HIGH
IL00309,S0014,INV0037,Peak XV Partners,,Series B first close (of $300M),2026-06-15,,,,234.0,,,,SRC00262,HIGH
IL00310,S0014,INV0113,Activate,,Series B first close (of $300M),2026-06-15,,,,234.0,,,,SRC00262,HIGH
IL00311,S0014,INV0111,HCLTech,,Series B first close (of $300M),2026-06-15,,,lead,234.0,,,,SRC00262,HIGH
IL00312,S0014,INV0114,Nvidia,,Series B second tranche,2026-08-04,,,lead,75.0,,,,SRC00265,MEDIUM
IL00313,S0014,INV0115,Gaja Capital,,Series B second tranche,2026-08-04,,,,75.0,,,,SRC00265,MEDIUM
IL00314,S0014,INV0116,IndiGo Ventures,,Series B second tranche,2026-08-04,,,,75.0,,,,SRC00265,MEDIUM
IL00315,S0014,INV0117,Glade Brook Capital,,Series B second tranche,2026-08-04,,,,75.0,,,,SRC00265,MEDIUM
IL00316,S0014,INV0114,Nvidia,,Series B second tranche,2026-08-04,,,lead,75.0,,,,SRC00265,MEDIUM
IL00317,S0014,INV0118,Lightspeed Venture Partners,VC,,,2023,"['Seed', 'Series A']",True,,,,,SRC00264,HIGH
IL00318,S0014,INV0037,Peak XV Partners,VC,,,2023,"['Seed', 'Series A', 'Series B']",False,,,,,SRC00264,HIGH
IL00319,S0014,INV0075,Khosla Ventures,VC,,,2023,"['Series A', 'Series B']",False,,,,,SRC00264,HIGH
IL00320,S0014,INV0111,HCLTech,Strategic corporate,,,2026,['Series B'],True,,,,,SRC00262,HIGH
IL00321,S0014,INV0112,Bessemer Venture Partners,VC,,,2026,['Series B'],False,,,,,SRC00262,HIGH
IL00322,S0014,INV0114,Nvidia,Strategic corporate,,,2026,['Series B tranche 2'],True,,,,,SRC00265,MEDIUM
IL00323,S0015,INV0029,Tiger Global,,Series B,2021-11-28,,,lead,220.0,,,,SRC00282,HIGH
IL00324,S0015,INV0119,Insight Partners,,Series B,2021-11-28,,,lead,220.0,,,,SRC00282,HIGH
IL00325,S0015,INV0029,Tiger Global,,Series B,2021-11-28,,,lead,220.0,,,,SRC00282,HIGH
IL00326,S0015,INV0119,Insight Partners,,Series B,2021-11-28,,,lead,220.0,,,,SRC00282,HIGH
IL00327,S0015,INV0120,Rajan Bajaj,,Insider equity (partly paid shares),2024-10-17,,,lead,8.53,,,,SRC00279,HIGH
IL00328,S0015,INV0120,Rajan Bajaj,,Insider equity (partly paid shares),2024-10-17,,,lead,8.53,,,,SRC00279,HIGH
IL00329,S0015,INV0003,Accel,,Later-stage (negotiations),2026-04-23,,,lead,100.0,,,,SRC00276,MEDIUM
IL00330,S0015,INV0121,Elevation Capital,,Later-stage (negotiations),2026-04-23,,,lead,100.0,,,,SRC00276,MEDIUM
IL00331,S0015,INV0037,Peak XV Partners,,Later-stage (negotiations),2026-04-23,,,lead,100.0,,,,SRC00276,MEDIUM
IL00332,S0015,INV0003,Accel,,Later-stage (negotiations),2026-04-23,,,lead,100.0,,,,SRC00276,MEDIUM
IL00333,S0015,INV0121,Elevation Capital,,Later-stage (negotiations),2026-04-23,,,lead,100.0,,,,SRC00276,MEDIUM
IL00334,S0015,INV0037,Peak XV Partners,,Later-stage (negotiations),2026-04-23,,,lead,100.0,,,,SRC00276,MEDIUM
IL00335,S0015,INV0122,Neo Wealth,,Later-stage,2026-09-03,,,lead,100.0,,,,SRC00278,MEDIUM
IL00336,S0015,INV0123,Kado Global,,Later-stage,2026-09-03,,,,100.0,,,,SRC00278,MEDIUM
IL00337,S0015,INV0124,Moore Strategic Ventures,,Later-stage,2026-09-03,,,,100.0,,,,SRC00278,MEDIUM
IL00338,S0015,INV0122,Neo Wealth,,Later-stage,2026-09-03,,,lead,100.0,,,,SRC00278,MEDIUM
IL00339,S0015,INV0029,Tiger Global,VC,,,2021,['Series B 2021'],True,,,,,SRC00277,HIGH
IL00340,S0015,INV0119,Insight Partners,VC,,,2021,['Series B 2021'],True,,,,,SRC00277,HIGH
IL00341,S0015,INV0125,Blume Ventures,VC,,,2021,['early + CCD 2024'],,,,,,SRC00277,MEDIUM
IL00342,S0015,INV0122,Neo Wealth,wealth platform,,,,['Sep 2026 $100M'],True,,,,,SRC00278,MEDIUM
IL00343,S0016,INV0126,Temasek and others,,Equity,2021-08,,,,185.0,,,,SRC00292,MEDIUM
IL00344,S0016,INV0127,Temasek,,Equity,2024-10,,,,60.0,,,,SRC00292,MEDIUM
IL00345,S0016,INV0127,Temasek,Sovereign wealth,,,2024-10,['2024 equity'],True,,,,,SRC00292,MEDIUM
IL00346,S0017,INV0003,Accel,,Series A,2018-01,,,lead,50.0,,,,SRC00347,HIGH
IL00347,S0017,INV0128,angels incl. Bessemer/Steve Blank per CB Insights,,Series A,2018-01,,,,50.0,,,,SRC00347,HIGH
IL00348,S0017,INV0003,Accel,,Series A,2018-01,,,lead,50.0,,,,SRC00347,HIGH
IL00349,S0017,INV0129,BOND,,Series B,2021-06-16,,,lead,200.0,,,,SRC00332,HIGH
IL00350,S0017,INV0119,Insight Partners,,Series B,2021-06-16,,,,200.0,,,,SRC00332,HIGH
IL00351,S0017,INV0003,Accel,,Series B,2021-06-16,,,,200.0,,,,SRC00332,HIGH
IL00352,S0017,INV0129,BOND,,Series B,2021-06-16,,,lead,200.0,,,,SRC00332,HIGH
IL00353,S0017,INV0003,Accel,VC,,,2018-01,"['Series A', 'Series B']",True,,,,,SRC00332,HIGH
IL00354,S0017,INV0129,BOND,VC,,,2021-06,['Series B'],True,,,,,SRC00332,HIGH
IL00355,S0017,INV0119,Insight Partners,PE/VC,,,2021-06,['Series B'],False,,,,,SRC00332,HIGH
IL00356,S0018,INV0009,Hornbill Capital,,Series B,October 2025,,,lead,120.0,,,,SRC00352,HIGH
IL00357,S0018,INV0015,MUFG,,Series B,October 2025,,,lead,120.0,,,,SRC00352,HIGH
IL00358,S0018,INV0130,BEENEXT,,Series B,October 2025,,,,120.0,,,,SRC00352,HIGH
IL00359,S0018,INV0131,Ramesh Damani,,Series B,October 2025,,,,120.0,,,,SRC00352,HIGH
IL00360,S0018,INV0132,DSP Family Office,,Series B,October 2025,,,,120.0,,,,SRC00352,HIGH
IL00361,S0018,INV0133,JM Financial Family Office,,Series B,October 2025,,,,120.0,,,,SRC00352,HIGH
IL00362,S0018,INV0134,Aashish Somaiyaa,,Series B,October 2025,,,,120.0,,,,SRC00352,HIGH
IL00363,S0018,INV0009,Hornbill Capital,,Series B,October 2025,,,lead,120.0,,,,SRC00352,HIGH
IL00364,S0018,INV0015,MUFG,,Series B,October 2025,,,lead,120.0,,,,SRC00352,HIGH
IL00365,S0018,INV0130,BEENEXT,,Series A,January 2022,,,lead,22.0,,,,SRC00354,HIGH
IL00366,S0018,INV0135,Mirae Asset Venture Investments,,Series A,January 2022,,,lead,22.0,,,,SRC00354,HIGH
IL00367,S0018,INV0130,BEENEXT,,Series A,January 2022,,,lead,22.0,,,,SRC00354,HIGH
IL00368,S0018,INV0135,Mirae Asset Venture Investments,,Series A,January 2022,,,lead,22.0,,,,SRC00354,HIGH
IL00369,S0018,INV0135,Mirae Asset Venture Investments,,Seed,2021-02,,,lead,,,,,SRC00354,MEDIUM
IL00370,S0018,INV0136,Kunal Shah,,Seed,2021-02,,,,,,,,SRC00354,MEDIUM
IL00371,S0018,INV0137,Kalyan Krishnamurthy,,Seed,2021-02,,,,,,,,SRC00354,MEDIUM
IL00372,S0018,INV0138,Sameer Nigam,,Seed,2021-02,,,,,,,,SRC00354,MEDIUM
IL00373,S0018,INV0139,Amrish Rau,,Seed,2021-02,,,,,,,,SRC00354,MEDIUM
IL00374,S0018,INV0140,Pravin Jadhav,,Seed,2021-02,,,,,,,,SRC00354,MEDIUM
IL00375,S0018,INV0135,Mirae Asset Venture Investments,,Seed,2021-02,,,lead,,,,,SRC00354,MEDIUM
IL00376,S0018,INV0130,BEENEXT,VC,,,2022,"['Series A', 'Series B (participation)']",True,,,,,,HIGH
IL00377,S0018,INV0009,Hornbill Capital,VC/growth,,,2025,['Series B'],True,,,,,,HIGH
IL00378,S0018,INV0015,MUFG,corporate/strategic,,,2025,['Series B'],True,,,,,,HIGH
IL00379,S0018,INV0135,Mirae Asset Venture Investments,VC,,,2022,['Series A'],True,,,,,,MEDIUM
IL00380,S0019,INV0141,Ranjan Pai (MEMG),family office/strategic,,,2024 (rights issue),['2024 rights issue'],False,,,,,,HIGH
IL00381,S0019,INV0142,Prosus,corporate VC,,,,,False,,,,,,HIGH
IL00382,S0019,INV0127,Temasek,sovereign,,,,,False,,,,,,HIGH
IL00383,S0019,INV0020,TPG,PE,,,,,False,,,,,,MEDIUM
IL00384,S0019,INV0143,B Capital,VC,,,,,False,,,,,,MEDIUM
IL00385,S0020,INV0027,General Atlantic,,Series B,2025-10-31,,,lead,125.0,,,,SRC00407,HIGH
IL00386,S0020,INV0144,Prudent Investment Managers,,Series B,2025-10-31,,,,125.0,,,,SRC00407,HIGH
IL00387,S0020,INV0145,Kae Capital,,Series B,2025-10-31,,,,125.0,,,,SRC00407,HIGH
IL00388,S0020,INV0146,Elev8 Venture Partners,,Series B,2025-10-31,,,,125.0,,,,SRC00407,HIGH
IL00389,S0020,INV0147,existing angel investors,,Series B,2025-10-31,,,,125.0,,,,SRC00407,HIGH
IL00390,S0020,INV0027,General Atlantic,,Series B,2025-10-31,,,lead,125.0,,,,SRC00407,HIGH
IL00391,S0020,INV0148,Prudent Investment Managers (Prashasta Seth),,debt+equity (unlettered),2024-12-12,,,,18.0,,,,SRC00409,MEDIUM
IL00392,S0020,INV0144,Prudent Investment Managers,,debt+equity (unlettered),2024-12-12,,,lead,18.0,,,,SRC00409,MEDIUM
IL00393,S0020,INV0027,General Atlantic,growth equity/PE,,,2025,['Series B'],True,,,,,,HIGH
IL00394,S0020,INV0144,Prudent Investment Managers,investment manager,,,2024,"['2024 debt+equity', 'Series B (participation)']",True,,,,,,MEDIUM
IL00395,S0020,INV0145,Kae Capital,VC,,,2025,['Series B'],False,,,,,,MEDIUM
IL00396,S0020,INV0146,Elev8 Venture Partners,VC,,,2025,['Series B'],False,,,,,,MEDIUM
IL00397,S0021,INV0029,Tiger Global,,Series C (extension tranche; part of ~$200M round context),November 2021,,,lead,25.0,,,,SRC00429,HIGH
IL00398,S0021,INV0029,Tiger Global,,Series B,2019-09-24,,,lead,25.0,,,,SRC00428,HIGH
IL00399,S0021,INV0029,Tiger Global,growth/hedge-crossover,,,2019,"['Series B', 'Series C']",True,,,,,,HIGH
IL00400,S0021,INV0152,Ratan Tata,angel,,,2016,['2016 angel (1.33% stake per company release)'],False,,,,,,HIGH
IL00401,S0022,INV0153,M&G,,Series G,2025-02-17,,,lead,75.0,,,,SRC00443,HIGH
IL00402,S0022,INV0118,Lightspeed Venture Partners,,Series G,2025-02-17,,,,75.0,,,,SRC00443,HIGH
IL00403,S0022,INV0153,M&G,,Series G,2025-02-17,,,lead,75.0,,,,SRC00443,HIGH
IL00404,S0022,INV0153,M&G,,Series G,2025-06-02,,,lead,114.0,,,,SRC00444,HIGH
IL00405,S0022,INV0118,Lightspeed Venture Partners,,Series G,2025-06-02,,,lead,114.0,,,,SRC00444,HIGH
IL00406,S0022,INV0153,M&G,,Series G,2025-06-02,,,lead,114.0,,,,SRC00444,HIGH
IL00407,S0022,INV0118,Lightspeed Venture Partners,,Series G,2025-06-02,,,lead,114.0,,,,SRC00444,HIGH
IL00408,S0022,INV0118,Lightspeed Venture Partners,,Series H / structured,2026-07-14,,,lead,160.0,,,,SRC00445,HIGH
IL00409,S0022,INV0154,M&G Investments,,Series H / structured,2026-07-14,,,lead,160.0,,,,SRC00445,HIGH
IL00410,S0022,INV0155,new investor,,Series H / structured,2026-07-14,,,,160.0,,,,SRC00445,HIGH
IL00411,S0022,INV0156,BlackRock (private credit ~$45M reported),,Series H / structured,2026-07-14,,,,160.0,,,,SRC00445,HIGH
IL00412,S0022,INV0118,Lightspeed Venture Partners,,Series H / structured,2026-07-14,,,lead,160.0,,,,SRC00445,HIGH
IL00413,S0022,INV0154,M&G Investments,,Series H / structured,2026-07-14,,,lead,160.0,,,,SRC00445,HIGH
IL00414,S0022,INV0118,Lightspeed Venture Partners,VC,,,2016,"['Series A 2016', 'Series G', 'Series H']",True,,,,,SRC00443,HIGH
IL00415,S0022,INV0154,M&G Investments,institutional,,,2023,"['Series E 2023', 'Series G', 'Series H']",True,,,,,SRC00443,HIGH
IL00416,S0022,INV0157,DST Global,VC,,,,['Series C/D'],,,,,,SRC00453,MEDIUM
IL00417,S0022,INV0158,Tencent,corporate,,,,['Series D'],,,,,,SRC00453,MEDIUM
IL00418,S0023,INV0027,General Atlantic,,Series D,2021-10-28,,,lead,255.0,,,,SRC00457,HIGH
IL00419,S0023,INV0159,Multiples Private Equity,,Series D,2021-10-28,,,lead,255.0,,,,SRC00457,HIGH
IL00420,S0023,INV0160,CPP Investments,,Series D,2021-10-28,,,,255.0,,,,SRC00457,HIGH
IL00421,S0023,INV0046,Lightspeed,,Series D,2021-10-28,,,,255.0,,,,SRC00457,HIGH
IL00422,S0023,INV0006,existing investors,,Series D,2021-10-28,,,,255.0,,,,SRC00457,HIGH
IL00423,S0023,INV0027,General Atlantic,,Series D,2021-10-28,,,lead,255.0,,,,SRC00457,HIGH
IL00424,S0023,INV0159,Multiples Private Equity,,Series D,2021-10-28,,,lead,255.0,,,,SRC00457,HIGH
IL00425,S0023,INV0161,Intact Ventures,,Series D,2020-09-14,,,lead,60.0,,,,SRC00460,MEDIUM
IL00426,S0023,INV0161,Intact Ventures,,Series D,2020-09-14,,,lead,60.0,,,,SRC00460,MEDIUM
IL00427,S0023,INV0121,Elevation Capital,,Series C,2019-03-12,,,lead,65.0,,,,SRC00460,MEDIUM
IL00428,S0023,INV0105,others,,Series C,2019-03-12,,,,65.0,,,,SRC00460,MEDIUM
IL00429,S0023,INV0121,Elevation Capital,,Series C,2019-03-12,,,lead,65.0,,,,SRC00460,MEDIUM
IL00430,S0023,INV0162,Amazon,,Series B,2018-05-26,,,lead,12.0,,,,SRC00460,MEDIUM
IL00431,S0023,INV0163,Catamaran,,Series B,2018-05-26,,,,12.0,,,,SRC00460,MEDIUM
IL00432,S0023,INV0105,others,,Series B,2018-05-26,,,,12.0,,,,SRC00460,MEDIUM
IL00433,S0023,INV0162,Amazon,,Series B,2018-05-26,,,lead,12.0,,,,SRC00460,MEDIUM
IL00434,S0023,INV0121,Elevation Capital,,Seed,2017-05-22,,,lead,30.0,,,,SRC00460,MEDIUM
IL00435,S0023,INV0003,Accel,,Seed,2017-05-22,,,,30.0,,,,SRC00460,MEDIUM
IL00436,S0023,INV0105,others,,Seed,2017-05-22,,,,30.0,,,,SRC00460,MEDIUM
IL00437,S0023,INV0121,Elevation Capital,,Seed,2017-05-22,,,lead,30.0,,,,SRC00460,MEDIUM
IL00438,S0023,INV0027,General Atlantic,,Private Equity,2023-06-06,,,lead,,,,,SRC00460,LOW
IL00439,S0023,INV0027,General Atlantic,,Private Equity,2023-06-06,,,lead,,,,,SRC00460,LOW
IL00440,S0023,INV0027,General Atlantic,PE,,,2021-10,['Series D 2021'],True,,,,,SRC00457,HIGH
IL00441,S0023,INV0159,Multiples Private Equity,PE,,,2021-10,['Series D 2021'],True,,,,,SRC00457,HIGH
IL00442,S0023,INV0160,CPP Investments,pension,,,2021-10,['Series D 2021'],False,,,,,SRC00457,MEDIUM
IL00443,S0023,INV0003,Accel,VC,,,2017,"['Seed', 'Series C']",False,,,,,SRC00460,MEDIUM
IL00444,S0023,INV0162,Amazon,corporate,,,2018,['Series B'],False,,,,,SRC00460,MEDIUM
IL00445,S0023,INV0164,Elevation Capital (ex-SAIF),VC,,,2017,"['Seed', 'Series C']",False,,,,,SRC00460,MEDIUM
IL00446,S0023,INV0118,Lightspeed Venture Partners,VC,,,2021-10,['Series D 2021'],False,,,,,SRC00457,MEDIUM
IL00447,S0024,INV0084,Sequoia Capital India,,Series A,2021-01-13,,,,15.0,,,,SRC00483,HIGH
IL00448,S0024,INV0039,Ribbit Capital,,Series A,2021-01-13,,,lead,15.0,,,,SRC00483,HIGH
IL00449,S0024,INV0167,Paradigm,,Series A,2021-01-13,,,lead,15.0,,,,SRC00483,HIGH
IL00450,S0024,INV0136,Kunal Shah,,Series A,2021-01-13,,,,15.0,,,,SRC00483,HIGH
IL00451,S0024,INV0039,Ribbit Capital,,Series A,2021-01-13,,,lead,15.0,,,,SRC00483,HIGH
IL00452,S0024,INV0167,Paradigm,,Series A,2021-01-13,,,lead,15.0,,,,SRC00483,HIGH
IL00453,S0024,INV0029,Tiger Global,,Series B,2021-04-22,,,lead,25.0,,,,SRC00473,HIGH
IL00454,S0024,INV0029,Tiger Global,,Series B,2021-04-22,,,lead,25.0,,,,SRC00473,HIGH
IL00455,S0024,INV0168,Andreessen Horowitz (a16z),,Series C,2021-10-06,,,lead,260.0,,,,SRC00472,HIGH
IL00456,S0024,INV0169,Coinbase Ventures,,Series C,2021-10-06,,,lead,260.0,,,,SRC00472,HIGH
IL00457,S0024,INV0167,Paradigm,,Series C,2021-10-06,,,,260.0,,,,SRC00472,HIGH
IL00458,S0024,INV0039,Ribbit Capital,,Series C,2021-10-06,,,,260.0,,,,SRC00472,HIGH
IL00459,S0024,INV0084,Sequoia Capital India,,Series C,2021-10-06,,,,260.0,,,,SRC00472,HIGH
IL00460,S0024,INV0029,Tiger Global,,Series C,2021-10-06,,,,260.0,,,,SRC00472,HIGH
IL00461,S0024,INV0168,Andreessen Horowitz (a16z),,Series C,2021-10-06,,,lead,260.0,,,,SRC00472,HIGH
IL00462,S0024,INV0169,Coinbase Ventures,,Series C,2021-10-06,,,lead,260.0,,,,SRC00472,HIGH
IL00463,S0024,INV0168,Andreessen Horowitz (a16z),VC,,,2021,['Series C 2021'],True,,,,,SRC00472,HIGH
IL00464,S0024,INV0169,Coinbase Ventures,CVC,,,2021,['Series C 2021'],True,,,,,SRC00472,HIGH
IL00465,S0024,INV0029,Tiger Global,VC,,,2021,"['Series B', 'Series C']",True,,,,,SRC00473,HIGH
IL00466,S0024,INV0040,Peak XV Partners (Sequoia India),VC,,,2021,"['Series A', 'Series C']",,,,,,SRC00472,HIGH
IL00467,S0024,INV0167,Paradigm,VC,,,2021,"['Series A', 'Series C']",,,,,,SRC00472,MEDIUM
IL00468,S0024,INV0039,Ribbit Capital,VC,,,2021,"['Series A', 'Series C']",,,,,,SRC00472,MEDIUM
IL00469,S0025,INV0003,Accel,,Series A,2016-07-04,,,lead,15.0,,,,SRC00506,MEDIUM
IL00470,S0025,INV0172,Kalaari,,Series A,2016-07-04,,,,15.0,,,,SRC00506,MEDIUM
IL00471,S0025,INV0173,Chiratae,,Series A,2016-07-04,,,,15.0,,,,SRC00506,MEDIUM
IL00472,S0025,INV0105,others,,Series A,2016-07-04,,,,15.0,,,,SRC00506,MEDIUM
IL00473,S0025,INV0003,Accel,,Series A,2016-07-04,,,lead,15.0,,,,SRC00506,MEDIUM
