year,city,primary_sector,stage,investor_type,capital_inr_mn,round_count,new_or_existing,disclosed_flag,notes
2019,"Bengaluru, Karnataka",Horizontal ecommerce / social commerce,Series A,mixed,10750.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series A,mixed,963.2,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series B,mixed,4695.6,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Chennai,saas,Series H,mixed,12900.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Gurugram,B2B supply-chain commerce / fintech,Series D,mixed,2936.9,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Gurugram,ecommerce/eyewear,Series G,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Gurugram,healthtech (elective surgery chain),Series A,mixed,344.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Gurugram,healthtech (elective surgery chain),Series B,mixed,1032.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Gurugram,proptech coworking,Series A,mixed,2150.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Hyderabad,Beauty-Tech SaaS,Series C,mixed,6020.0,2,mixed (DERIVED):1; all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Indore,b2b retail supply,Series B,mixed,0.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Mumbai,D2C beauty / beauty-tech retail,Primary (unicorn round),mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Mumbai,SaaS/customer engagement,Series C,mixed,3010.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Mumbai,enterprise AI/analytics,Series D (Apax),mixed,17200.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Mumbai,fintech lending,Series C,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Mumbai,fintech/broking,Series B,mixed,2150.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Mumbai,fintech/trade finance,Series B,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Mumbai,foodtech/cloud kitchen,Series C,mixed,0.0,1,mixed (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Mumbai,healthtech / femtech D2C wellness,Series A,mixed,344.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Noida,B2B e-commerce / industrial supply chain,Series D,mixed,5160.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Pune,agritech / crop inputs,Series C,mixed,2322.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Pune (India ops) / Bellevue (HQ),SaaS / contract lifecycle management,Series E,mixed,9890.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,San Francisco / Pleasanton,AI / meeting transcription,Seed,mixed,0.0,1,new:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2019,Thane,B2B construction materials,Seed/Series A,mixed,860.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,SaaS / CRM,Series B,mixed,2412.4,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,WealthTech,Series B,mixed,0.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,WealthTech / Investment Tech,Pre-Series A / Angel,mixed,74.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,WealthTech / Investment Tech,Seed,mixed,74.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,d2c travel goods,Seed,mixed,23.68,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,edtech live classes,Series D,mixed,7400.0,1,new:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,edtech study-abroad,Series A,mixed,407.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,fintech infra,Series D,mixed,7400.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,fitness/healthtech,Series D,mixed,0.0,1,new:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,foodtech cloud kitchen,Seed,mixed,0.0,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,gaming rmg,Series A,mixed,592.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,insurtech,Series D,mixed,4440.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,logistics,Series D,mixed,1369.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,media (Josh/Dailyhunt),Series G,mixed,0.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,saas/api dev,Series C,mixed,11100.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,social media,Sequoia Capital talks,mixed,14800.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru,spacetech ssa,Grant (prize money),mixed,0.25,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru (HQ); Singapore domicile (reverse flip planned); ops India/Singapore/Middle East,Home interiors marketplace,Series D (second tranche),mixed,4440.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru (HQ); Singapore domicile (reverse flip planned); ops India/Singapore/Middle East,Home interiors marketplace,Series D (third tranche),mixed,6660.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru (HQ); Singapore domicile (reverse flip planned); ops India/Singapore/Middle East,Home interiors marketplace,Venture Debt,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru (India ops) / San Francisco (HQ),SaaS / API platform (GraphQL),Series A,mixed,732.6,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Bengaluru (India ops) / San Francisco (HQ),SaaS / API platform (GraphQL),Series B,mixed,1850.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,"Bengaluru, Karnataka",B2B ecommerce (food & grocery),Series B,mixed,1857.4,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Chennai,saas/billing,Series F,mixed,4070.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Delhi (New Delhi),climate energy efficiency,Seed,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Gurugram,auto marketplace | used cars,Series E,mixed,14800.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Gurugram,auto marketplace | used cars,Series F (unicorn),mixed,14800.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Gurugram,ev battery swapping,seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Gurugram,healthtech (elective surgery chain),Series C,mixed,888.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Hyderabad,Beauty-Tech SaaS,Series D,mixed,11840.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Mumbai,D2C beauty / beauty-tech retail,Secondary,mixed,0.0,1,all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Mumbai,gaming/fantasy sports,Series E,mixed,16650.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Mumbai,healthtech pharmacy,Seed,mixed,36.84,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Mumbai,mobility / used-car leasing,Seed,mixed,21.66,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,New Delhi,fintech payments/lending,Series C,mixed,5550.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Noida,agritech / post-harvest,Pre-Series B,mixed,444.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Noida,agritech / post-harvest,Series B,mixed,1554.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Noida,fintech,Corporate,mixed,0.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Noida,fintech,Private,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Noida,fintech,Series D,mixed,3034.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2020,Pune,logistics,Series E,mixed,8140.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Ahmedabad,d2c baby products,Series A,mixed,40.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Ahmedabad,enterprise tech / events,Series B,mixed,9312.5,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Bengaluru,AI / computer vision / fleet safety telematics,Series C,mixed,11175.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Bengaluru,F&B / coffee chain (QSR),Series A,mixed,447.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Bengaluru,Mobility / road transport tech,Pre-IPO (ANI Technologies),mixed,37250.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Bengaluru,Mobility / road transport tech,Series J,mixed,10355.5,1,new:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Bengaluru,SaaS / CRM,Series B extension,mixed,931.25,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
